brand,channel,sku,recent_ad_spend,recent_units,product,wasted_ad_spend_l6m,oos_months_l6m,fba_available,fba_incoming,sales_velocity,days_of_inventory,oos_risk,units_30d,snapshot,out_now,low_stock,advertising_while_out_now,advertising_while_low,review_month
Vegavero,Amazon,VV-VITA-225-V,196.35,62.0,Vegavero Himalayan Shilajit Resin 1300 mg | 60% Fulvic Acid + Humic Acids | 60:1 Himalyan Extract | NO Additives | 6 Month Supply | 180 Capsules | Vegan,0.0,0,926.0,0.0,1.2847,733.9971,False,53.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-227,738.5600000000001,303.0,"Olio di Enotera e Borragine BIO | L’UNICO VEGANO | Pressato a Freddo con 10,5% e 20,5% di GLA | per Sindrome Premestruale e Menopausa | Senza additivi | 90 capsule",0.0,0,165.0,0.0,6.9144,27.4788,True,237.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-228,2103.4700000000003,612.0,"Vitamina D3 + K2 MK7 | VEGAN | Vitamine di Marca dall’Europa | K2 >99% all-trans MK-7 K2VITAL | Alta Biodisponibilità | per Ossa, Denti e Sistema Immunitario | Cruelty Free | Vegavero",0.0,1,711.0,340.0,18.4037,40.97,False,562.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-230,125.10000000000001,53.0,"Vegavero Berberine HCL 1000 mg | 50:1 Barberry Extract 97% Berberin | with Black Garlic Extract, Chromium and Piperine | NO Additives, Lab-Tested | Blood Sugar Levels Supplement | Vegan",71.5,7,291.0,1700.0,12.576,26.7175,True,190.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-231,11185.72,2134.0,"Vegavero Integratore INOSITOLO | Myo & D Chiro Inositol, Folato 5-MTHF, Cromo, Zinco e Vitamina B6 | PCOS e Ovaio Policistico | Certificato in Laboratorio",34.31,2,1252.0,355.0,70.2829,20.9866,True,2157.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-236,0.0,,,0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-237,3256.25,1699.0,Colina Trio | Bitartrato + Citicolina + Fosfatidilcolina | per Fegato e Metabolismo | Certificato in Laboratorio | Vegano e Senza Additivi | Vegavero®,0.0,0,930.0,269.0,46.005,22.1063,True,1460.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-243,11669.37,2005.0,"Complexe de Magnesium 375 mg | 180 Gélules | 4 FORMES - Bisglycinate, Malate, Citrate et Taurate | Avec Vitamine B2 & B6 | Absorption Supérieure | Sans Additifs & Vegan | Vegavero®",0.0,0,1921.0,960.0,63.9192,32.9479,False,1938.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-247,1732.79,641.0,"Vegavero Astaxanthin Antioxidant Supplement 8 mg | Natural Oil from Algae | NO Additives, Lab-Tested | AstaZine | 60 Capsules | Vegan",0.0,0,359.0,144.0,19.4634,10.1729,True,602.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-248,5011.19,942.0,"Vegavero BIOLOGISCHE Oregano-olie | 90 veganistische capsules | 90 mg Carvacrol | met 2,75% thymol | Laboratorium getest | 100% oregano-olie biologisch | Veganistisch en zonder toevoegingen",0.0,0,850.0,400.0,25.6147,35.4875,False,766.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-248-V,925.71,98.0,"Vegavero BIOLOGISCHE Oregano-olie | 180 veganistische capsules | 90 mg Carvacrol | met 2,75% thymol | Laboratorium getest | 100% oregano-olie biologisch | Veganistisch en zonder toevoegingen",0.0,0,752.0,0.0,2.391,306.4968,False,85.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-249,746.88,550.0,Vegavero Saccharomyces Boulardii | Prebiotic and Probiotic Supplements | NO Additives | 7 Billion CFU per Capsule | 350 mg S. Boulardi & 150mg S. Cerevisiae | Vegan,7.430000000000001,4,720.0,0.0,17.6179,42.2865,False,511.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-250,1943.0800000000002,806.0,Bacopa Monnieri BIO Vegavero® | 180 Comprimés | Nootropic : Mémoire + Focus | Unique : Brahmi BIOLOGIQUE Avec Bacosides | Vegan,0.0,1,841.0,192.0,22.6034,39.7285,False,698.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-252,679.7,301.0,SHIITAKE Kapslar Vegavero ® | med 750 mg shiitake-extrakt per kapsel | 40% polysackarider & 30% betaglukan | 100% NATURLIGT & VEGANISKT | utan tillsatser | 120 kapslar,0.0,0,191.0,60.0,10.1753,21.4244,True,289.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-256,3136.15,1120.0,Pumpkin Seed Oil Vegavero | El Único Orgánico | Aceite Semillas Calabaza | 180 Cápsulas | Prensado En Frío | Sin Aditivos & Vegano | Incontinencia & Próstata | Sin Gelatina,0.0,0,1325.0,0.0,24.8471,55.3384,False,801.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-257,3165.7400000000002,1185.0,Vegavero BIOLOGISCHE Lecithine capsules | 1800 mg zonnebloemlecithine | VEGANISCH | Koudgeperst | 15% Fosfatidylcholine | Zonnebloemlecithine – geen sojalecithine | 120 capsules,0.0,6,682.0,107.0,30.2548,24.459,True,977.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-258,279.24,201.0,Flaxseed Oil Vegavero | Orgánico | Omega 3 + 6 + 9 Natural | Ácido Linoleico + Alfa Linoleico | Sin Aditivos | Alternativa Aceite Pescado | Cápsulas Sin Gelatina | 120 Cápsulas,0.0,0,172.0,0.0,4.2797,54.9105,False,160.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-259,1018.71,297.0,"Vegavero Mushroom Complex | High Strength Extracts | Reishi, Cordyceps, Chaga, Lions Mane, Shiitake & Agaricus | NO Additives | 120 Capsules | Vegan",0.0,0,308.0,0.0,9.3517,36.5708,False,280.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-262,374.7,262.0,Myrtille + Écorce de Pin BIO Vegavero® | Extraits Fortement Dosés | Sans Additifs | Avec Proanthocyanidines (OPC) | Antioxydant Puissant + Yeux | 90 Gélules | VEGAN,2.17,4,199.0,0.0,4.8583,26.2909,True,164.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-264,935.9,285.0,Artemisa Vegavero | 2% Flavonoides | Dosis Más Alta: 4800 mg | Síndrome Premenstrual + Menstruación Dolor + Dismenorrea | Extracto 8:1 | Artemisia Vulgaris | Vegano & Sin Aditivos | 180 Cápsulas,0.0,0,186.0,144.0,8.5743,24.4919,False,281.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-265,232.07,166.0,"Ginkgo Biloba + Ginseng | 12.000 mg Máxima Dosificación | Circulación Sanguínea, Memoria, Concentración | Sin Aditivos | Probado en Laboratorio | Vegavero",0.0,0,53.0,0.0,4.5848,5.9027,True,149.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-266,0.0,0.0,Moringa BIO | Dose Elevée : 2000mg | 180 Comprimés | SUPERFOOD : Multivitamines et Minéraux | 3 Mois | Antioxydant + Energie | VEGAN | Vegavero®,0.0,2,1626.0,0.0,2.4749,669.114,False,25.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-274,974.0799999999999,297.0,Cystite Complex Vegavero® | 120 Gélules | 100% NATUREL : Avec D-Mannose + Canneberge + Ortie + Pamplemousse + Busserole | Sans Additifs | Confort Urinaire | VEGAN,0.0,0,325.0,0.0,9.2761,37.4079,False,266.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-276,9050.07,2639.0,Vegavero Diosmine + Hespéridine | Avec Rutine + Marronnier d’Inde + Petit Houx | Circulation Sanguine et Hémorroïdes | 100% Naturel | 120 Gélules | VEGAN,0.0,0,492.0,240.0,50.0926,8.1649,True,1873.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-277,552.41,455.0,Vegavero Vitamin B12 for Kids Spray | Natural Cherry Flavour | NO Artificial Additives | Children’s B12 Methylcobalamin & Cyanocobalamin | Natural Xylitol | 4 Months Supply | 125 Sprays | Vegan,0.0,0,206.0,144.0,7.8527,26.9008,False,254.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-284,810.9200000000001,317.0,"Vegavero Organic Chaga Mushroom Extract | 6000 mg 10:1 Extract | 40% Polysaccharides, 30% Betaglucans | NO Additives | 120 Capsules | Vegan",0.0,0,275.0,60.0,8.9617,33.3642,False,271.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-286,2081.75,711.0,Vegavero ZAAG PALMETTO + PYGEUM AFRICANUM | 500 mg zaagpalmetto-extract (20:1) & 200 mg pygeum-extract (2:1) | 45% vetzuren en 10% sterolen | VEGAN - Geen toevoegingen | 90 capsules,35.03,5,367.0,255.0,32.7073,13.3303,True,960.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-287,774.48,582.0,"Vegavero Organic Silica Supplement 300 mg | High Bioavailability | 100% Natural from Bamboo Extracts | Supports Hair, Skin and Nail Health | 120 Capsules | Vegan",12.95,6,496.0,600.0,17.0246,32.5999,False,517.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-295,1368.76,478.0,Vegavero Blood Sugar Control | 4 Months Supply - 120 Capsules| Chromium Picolinate + Ceylon Cinnamon Extract + Gymnema Sylvestre Extract | Blood Glucose Metabolism* | Vegan,113.45,4,376.0,0.0,10.8362,31.4568,True,372.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-297,350.85999999999996,43.0,Betacaroteno Plus Vegavero | Aceite Vitamina E + Astaxantina | ACTIVADOR BRONCEADO | TCM aceite | 120 Capsulas – Para 4 Meses | Sin Aditivos | Vegano,5.15,4,337.0,0.0,2.622,32.579,True,56.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-298,1415.9099999999999,317.0,Vegavero Zwarte MACA capsules + TRIBULUS | 5000 mg Maca zwart + 1.200 mg Tribulus Terrestris | Laboratorium getest | Geen toevoegingen | Veganistisch,0.0,0,71.0,360.0,13.6549,7.0304,True,361.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-301,308.25,175.0,"Vegavero ZM+ capsules | Zink, magnesium, vitamine B6 | Premie: met AquaminTM marien magnesium, zinkaspartaat + citraat | Hoge biologische beschikbaarh",0.0,0,146.0,0.0,7.5771,21.5122,True,188.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-303,3742.06,480.0,"Vegavero BRANDNETEL Complex | 100% GROENTE | Met extracten van berk, paardenbloem en brandnetel | Alternatief voor drainagetabletten | 120 capsules | Vegan",0.0,0,0.0,0.0,3.6,3.0556,True,294.0,2026-07-09,True,False,True,False,2026-06
Vegavero,Amazon,VV-VITA-304,1358.3999999999999,738.0,Folsäure 400μg Kapseln | Premium: Quatrefolic 5-MTHF Folat | Rohstoff aus Italien | Kinderwunsch - Schwangerschaft | Ohne Zusatzstoffe | Deutsche Produktion Vegavero,64.57,7,349.0,696.0,30.377,13.2008,True,870.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-307,396.3,258.0,Vitamine B3 Nicotinamide Vegavero® | 180 Gélules | Formule Pure (Flush Free) | Sans additifs | VEGAN,0.0,0,337.0,0.0,7.7694,57.5333,False,244.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-308,538.45,195.0,Enzym Komplex | Bromelain - Papain - Amylase - Lipase - Cellulase | Magensaftresistente DRCaps | Natürliche Verdauungsenzyme | Laborgeprüft | Ohne Zusatzstoffe | Deutsche Produktion Vegavero,0.0,0,219.0,60.0,7.1691,20.9309,True,213.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-31,804.6800000000001,367.0,"Vegavero Papaya Enzyme | 2,100 mg Papain | 100% Natural: Carica Papay Fruit Extract | NO Additives | 120 Vegan Capsules",0.0,0,79.0,0.0,8.3251,9.8497,True,279.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-310,1702.5200000000002,738.0,"Vegavero BERGAMOT Supplement | 1250 mg Extract (15:1) | 120 Capsules (2 Months Supply) | 40% BIOFLAVONOIDS | Citrus Bergamia | NO Additives, Lab-Tested | Vegan",0.0,0,0.0,540.0,12.3022,0.671,True,336.0,2026-07-09,True,False,True,False,2026-06
Vegavero,Amazon,VV-VITA-311,2452.31,903.0,"Vegavero NAC Supplement | 100% Pure N-Acetyl-Cysteine 600 mg | Lab Tested, NO Additives | 180 Capsules | Vegan",201.84,3,350.0,0.0,28.1203,15.1848,True,845.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-313,1241.64,630.0,Vegavero BOSWELLIA SERRATA | 9450 mg 15:1 Extract 85% Boswellic Acids | NO Additives | Indian Frankincense Gum Resin Extract | Supports Healthy Bones and Joints | 120 Capsules | Vegan,0.0,0,297.0,0.0,9.1844,2.8309,True,341.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-314,12577.970000000001,6789.0,Vegavero Glycin Pulver 1000g mit Messlöffel – 100% Aminosäure hochdosiert - reines Glycine Pulver ohne Zusatzstoffe - fein löslich - Laborgeprüft & vegan,0.0,0,1635.0,413.0,185.4027,10.426,True,6206.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-316,1576.69,546.0,"Vegavero Organic Ceylon Cinnamon | High Strength 2500 mg Per Serving | NO Additives | Extract (5:1) from Madagascar | Lab-Tested, Non-GMO | 120 Capsules | Vegan",1.93,1,611.0,3.0,18.2664,37.0626,False,512.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-317,2832.03,970.0,L-Citrullin Malat | Hochdosiert: 2000 mg Citrullin | Mit L-Arginin Base + Rote Beete | Aus Fermentation | Pre-Workout | Laborgeprüft | Vegan - Ohne Zusatzstoffe | Deutsche Produktion von Vegavero,0.2,1,355.0,961.0,24.309,16.4548,False,795.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-318,379.64,256.0,"Vegavero Knoflook capsules | UNIEK: Extracten van knoflook, meidoorn en olijfblad | 1% allicine - 3% flavonen - 40% oleuroperine | Laboratorium getest | Zonder toevoegingen",0.0,0,265.0,0.0,5.3196,46.9507,False,189.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-319,531.44,217.0,OMEGA 3 6 9 BIO | VEGAN | Cholesterol et Santé Cardiovasculaire | 1400 mg d'Huile de Chia | Acides Gras Insaturés Hautement Dosés | SANS ADDITIFS | 120 Gélules | Vegavero®,0.0,0,199.0,120.0,6.8841,31.0862,True,195.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-320,5251.8099999999995,1247.0,Vegavero Vegane Kollagen Kapseln hochdosiert | Einzigartig: Markenrohstoff Vollagen | Vegan mit Hyaluronsäure | Laborgeprüft | Vegan - ohne Zusatzstoffe | Deutsche Produktion,0.0,0,1254.0,116.0,39.3239,30.621,True,1203.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-320-V,827.8399999999999,374.0,Vegavero Advanced Vegan Collagen Supplement 500 mg | 4 Months Supply | NO Additives | Plant-Based Collagen Capsules with Hyaluronic Acid | Essential Amino Acids | Vollagen,0.0,0,439.0,120.0,10.2239,45.2861,False,341.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-323,0.0,,,0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-326,1734.75,594.0,Vegavero 5-HTP capsules van Griffonia extracten | Met Ashwagandha KSM-66® en Rhodiola Rosea Rhodiolife® | Laboratorium getest | Zonder toevoegingen,12.03,1,482.0,463.0,17.484,29.6843,False,546.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-327,0.0,0.0,L-CARNITINA COMPLEX | CARNIPURE | Café Verde + Vitaminas B + Cromo | PRE WORKOUT + PARA la Figura | ALTA concentración | Energía | Sin Aditivos & Vegano | 120 Cápsulas | Vegavero®,0.0,2,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-328,0.0,,,0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-329,3881.2900000000004,955.0,Vegavero Liposomale Vitamine C | Echte liposomale technologie - merkgrondstof PureWay-C®; | Laboratorium getest | Veganistisch - Geen toevoegingen,76.30000000000001,7,1269.0,765.0,27.3287,48.7766,False,849.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-331,0.0,0.0,"Vegavero Nootropics Brain Supplements | Ayurveda Products | NO Additives | Brahmi, Ginkgo, Panax Ginseng, DHA & B Vitamins | Vegan | 90 Capsules",0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-332,0.0,,,0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-333,1016.9499999999999,358.0,"Elektrolyte Plus 1872 mg | Magnesium, Calcium, Kalium, Natrium, Chlorid + B Vitamine | Natürliche Quellen: ConcenTrace & Aquamin | Vegan & ohne Zusätze | Vegavero | 120 Kapseln",0.0,0,68.0,0.0,8.1837,1.7107,True,312.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-335,0.0,,,0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-336,607.42,183.0,"Vegavero Organic Devil’s Claw Capsules | 4,995 mg (3:1 Extract) Daily | 90 Capsules | NO Additives | Natural Joint Support | Harpagophytum with 2,7% Harpagoside | Vegan",0.0,0,104.0,0.0,9.7417,13.1393,True,224.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-337,0.0,0.0,"Vegavero Rocket | Pre Workout Supplement | Black Maca, L-Arginine, Cordyceps Sinensis, Panax Gingseng & Ashwagandha KSM 66 | NO Additives | Vegan",0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-338,260.14,148.0,Vegavero Biologische kurkuma capsules | Uniek: BIOLOGISCH Curcuma-EXTRACT – geen poeder | 14.620 mg kurkuma-equivalent per capsule | 158 mg Curcumine | Met piperine | 60 capsules | Vegan,0.0,0,147.0,0.0,3.8001,42.104,False,123.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-339,2800.6899999999996,1109.0,"Vegavero L-Tyrosine Plus 1200 mg | THYROIDE* | Avec Iode, Selenium et Vitamine B | Énergie + Fatigue Mentale | 180 Gélules | VEGAN et SANS ADDITIFS",0.0,0,1682.0,1.0,32.4404,54.3151,False,987.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-340,1411.14,284.0,Mariendistel + Bio Artischocke & Löwenzahn | 80% Silymarin | Hochdosiert | 120 Kapseln | Vegan & Ohne Zusätze | Deutsche Produktion von Vegavero,0.0,0,121.0,0.0,9.5321,15.1068,True,283.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-341,542.5,339.0,Vitamin B12 Tropfen | 50 ml ohne Alkohol | 500 Tage | Aktivformen: 80% Methyl- & 20% Adenosylcobalamin | 500 µg B-12 flüssig | Laborgeprüft & Keine Konservierungsstoffe | Vegavero,0.0,0,16.0,0.0,8.3914,2.9792,True,282.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-342,373.39,119.0,Vegavero Vitamin D3 K2 Tropfen Vegan für 365 Tage - 1.000 Vitamin D3 + 25 µg Vitamin K2 all-trans - Vitamin D3 Tropfen laborgeprüft & ohne Konservierungsstoffe - Vitamin D3 K2 Tropfen mit Pipette,0.0,0,492.0,0.0,4.3785,116.2498,False,108.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-343,0.0,0.0,"Vegavero Chlorophyll Liquid | 60 ml | 300 mg Sodium Copper Chlorophyllin | NO Additives, Lab-Tested | Made in UK | Vegan",0.0,0,0.0,0.0,0.0,,False,0.0,2026-07-09,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-344,3794.1400000000003,599.0,Vegavero BIOLOGISCHE Ashwagandha KSM-66® | 600 mg – 15:1 BIOLOGISCH extract | 100% Biologisch | 30 mg withanoliden | Veganistisch en zonder toevoegingen,1.01,1,648.0,120.0,14.1557,47.8958,False,498.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-345,2054.7799999999997,557.0,"Complexe Sérénité | Humeur + Anti stress | Millepertuis, Rhodiola, Safran, Tryptophane, Vitamine B | 90 Gélules | SANS ADDITIFS et VEGAN | Vegavero®",0.0,0,351.0,85.0,17.9384,21.9083,True,551.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-346,464.82,249.0,"Vegavero Chroom tabletten | 250 μg Chroompicolinaat | Met magnesium, B12, paardenbloem | Voor bloedsuikerspiegels*",0.0,0,124.0,0.0,6.7495,9.6303,True,210.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-347,0.0,,,0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-348,0.0,0.0,"Vegavero Vegan Pregnancy Vitamins | NO Additives | with Prenatal Omega 3, Iron, Zinc, Calcium, Iodine & Selenium | 60 Capsules",0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-349,295.91,121.0,Vegavero Capsules de fenugrec bio haute résistance | 2900 mg de fenugrec | Complément d'allaitement | Extrait de fenugrec (4:1) et poudre | 120 gél,0.0,0,139.0,60.0,2.652,58.0689,False,80.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-350,0.0,0.0,"Vegavero FenoLact® voor vrouwen die borstvoeding geven | Met BIOLOGISCHE Fenegriek & BIOLOGISCHE Moringa | Quatrefolic® foliumzuur, vitamine D3, B12",0.0,0,,,,,False,,,True,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-351,407.98,165.0,Cordyceps Sinensis BIO | Unique : Extrait Biologique (20:1) – 13000 mg de Poudre CS-4 | Adaptogène + Immunité | Sans Additifs & Vegan | Vegavero®,0.0,0,87.0,0.0,4.9595,7.8637,True,143.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-352,406.01,102.0,"Vegavero Omega 3 vegan + ADEK capsules | VEGANISCH | Veganistische EPA, DHA + Vitamine A, D, E, K | 60 capsules",56.03,8,458.0,0.0,3.7859,125.2014,False,113.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-353,665.14,285.0,Vegavero L-Tryptophan 220 mg | 120 Capsules (4 Months Supply) | NO Additives | Lab-Tested | Pure Tryptophan Supplement | Vegan,0.0,0,306.0,1.0,8.4786,38.5675,False,266.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-354,2002.1,709.0,BIO Mushroom Complex | Extracto Orgánico | Reishi + Lions Mane + Cordyceps + Shiitake | Sistema Imune y Defensas | Sin Additivos | Vegan | Vanatari,0.0,0,221.0,340.0,22.9938,12.6556,True,696.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-355,3791.06,834.0,"Vegavero L-Glutathione Complex | With Glycin, PureWay-C® Vitamin C Liposomal and MSM | NO Additives | Vegan | 90 Capsules",0.0,0,2320.0,1.0,30.1415,80.7192,False,806.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-355-V,1028.01,216.0,"Vegavero L-Glutathione Complex | 180 Capsules | with Glycin, PureWay-C Vitamin C Liposomal and MSM | NO Additives | Vegan",0.0,0,507.0,0.0,6.1759,84.846,False,207.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-356,1056.99,398.0,"Vegavero Zwarte MACA capsules + l-ARGININE | Met tribulus, ginseng, vitamin c en zink | 5000 mg Maca zwarte 10:1 extract | Veganistisch en zonder toevoegingen | 120 capsules",0.0,0,21.0,0.0,2.9678,12.9463,True,227.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-357,240.71,121.0,L Taurina Cápsulas | 1000 mg | Energizante + Concentracion | Cúrcuma + Té Verde + Vitamina B3 | Preentreno | Vegano | Vegavero,0.0,0,1134.0,0.0,3.3196,0.0,False,114.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-358,18.330000000000002,14.0,OPC | 12.500 mg de Extracto de Semilla de Uva | Antioxidante Natural para Circulación | Alta Dosis de Uvas Italianas | Vegano & Sin Pesticidas | Vegavero,0.0,0,0.0,0.0,0.0249,40.1476,False,3.0,2026-07-09,True,False,True,False,2026-06
Vegavero,Amazon,VV-VITA-359,177.62,149.0,"Vegavero® Gélules de riz rouge Plus | 2,9 mg de monacoline K | Complexe avec bergamote + artichaut + Q10 | Red Yeast Rice | Flavonoïdes & antioxydants | Sans additifs | Végétalien",0.0,0,115.0,85.0,4.0779,29.9172,False,122.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-360,20.759999999999998,6.0,Vegavero Caffeine 200 mg | 9090 mg Guarana Seeds from 10:1 Extract | 120 Capsules | Natural and Sugar Free | Vegan,0.0,0,0.0,0.0,0.0554,72.1863,False,2.0,2026-07-09,True,False,True,False,2026-06
Vegavero,Amazon,VV-VITA-361,1457.24,373.0,"Vegavero RAPUNZEL | Haarvitamines met MSM, biotine, zink, L-cysteïne en selenium | KRUIDENKRACHTEXTRACTEN: Gouden gierst, bamboe en meer | Haarcapsules voor vrouwen | 120 capsules | Vegan",0.0,0,1323.0,60.0,10.8478,50.1767,False,349.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-362,147.23,107.0,"Complexe Échinacée Immunité | Avec Vitamine C, Reishi, Curcuma et Zinc | Sans Additifs & Vegan | 120 Gélules | Vegavero®",0.0,0,782.0,0.0,2.643,298.5258,False,96.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-363,1616.99,293.0,"Vegavero Vinaigre de cidre de pomme avec mère 1500 mg | Picolinate de chrome pour taux de sucre dans le sang | avec extraits de poivre de Cayenne, gi",0.0,0,4943.0,0.0,7.646,650.1461,False,258.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-363-V,179.6,96.0,"Complexe Vinaigre de Cidre 1950mg | 240 Gélules | Avec Chrome, Cannelle, Gingembre et Piment de Cayenne | Glycémie + Keto | Sans Additifs & Vegan | Vegavero®",0.0,0,223.0,0.0,1.9466,114.5597,False,76.0,2026-07-09,False,False,False,False,2026-06
Vegavero,Amazon,VV-VITA-364,8192.57,2695.0,Astaxanthine BIO | Issue de 160 mg d'Haematococcus Biologiques | Antioxydant 100% Naturel | Biodisponibilité Elevée | Vegan & Sans Additifs | Vegavero®,0.0,0,792.0,142.0,75.8029,12.8227,True,2474.0,2026-07-09,False,True,False,True,2026-06
Vegavero,Amazon,VV-VITA-365,1885.3100000000002,260.0,Vegavero Apple Cider Vinegar Gummies | NO Sweeteners or Added Sugars | 91% Fruit | Digestive Gums | Without Gelatine | Vegan | 90 Apple Cider Soft Bites,0.0,0,129.0,200.0,8.879,16.1053,False,261.0,2026-07-09,False,False,False,False,2026-06
