brand,channel,country,sku,product,cm_source,months_active,last_sale_month,net_sales_l3m,net_sales_p3m,net_sales_l6m,cm1_l6m,cm2_l6m,cm3_l6m,ad_spend_l6m,cm3_p6m,net_sales_p6m,net_sales_ttm,cm3_ttm,net_sales_l2m,neg_cm3_months,cm_months_l6m,cm3_pct_l6m,cm3_pct_p6m,cm1_pct_l6m,cm2_pct_l6m,cm3_improving_pp,sales_trend_pct,launch_month,censored,source,age_months,vol_tier,margin_tier,cluster,cm3_target,verdict,reasons,review_month,manual
Vegavero,Amazon,ES,VV-VITA-186,"Chlorella BIO - 3000 mg | Sans Additifs & Vegan | Source de Vitamines, Minéraux et Protéines | 180 Comprimés | Vegavero®",actual,11,2026-05,1594.1599999999999,2828.38,4422.54,2780.65,1448.61,1180.22,-268.36,1959.15,5693.8,10116.34,3139.37,757.0899999999999,0,6,26.686474288531027,34.40847939864414,62.874501983023336,32.755158800146525,-7.722005110113113,-43.63699361471939,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-188,"Vegavero Organic STINGING Nettle 3600 mg | from 4:1 Root & Leaf Extracts | Blood Sugar Control, Joint Health, Prostate Health | NO Additives | Urtica Dioica | 120 Capsules | Vegan",actual,12,2026-06,1454.47,1887.06,3341.5299999999997,2029.06,963.3,646.75,-316.51,922.19,3524.2799999999997,6865.8099999999995,1568.94,999.8499999999999,0,6,19.354906285444095,26.166763140272625,60.72248341328673,28.828111673395124,-6.81185685482853,-22.924019374052758,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-189,Vegavero BIOLOGISCHE Rozenbottel capsules | EU-teelt | 1400 mg rozenbottelpoeder BIO | Laboratorium getest | Veganistisch - zonder toevoegingen,actual,12,2026-06,848.81,656.46,1505.27,955.3100000000001,471.78000000000003,401.38,-70.41,366.46000000000004,1041.73,2547.0,767.84,673.61,0,6,26.664983690633576,35.178021176312484,63.4643618752782,31.341885508912025,-8.513037485678908,29.301099838527843,2024-07,True,first-sale proxy,23.0,3,1,1-3,19.5624,Scale,"CM3% 26.7 >= target, sales +29% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-190,BIO Papaya Vegavero | Alta Dosis 1400mg | Calidad Española | Sin Aditivos | Estreñimiento + Digestión + Gases | Fuente de Papaína & Vitamina C | 120 Cápsulas,actual,12,2026-06,3142.0299999999997,3886.3599999999997,7028.389999999999,4311.11,2116.54,1540.08,-576.44,2383.28,7594.889999999999,14623.279999999999,3923.36,1968.71,0,6,21.91227293875269,31.38004632061821,61.33851422587534,30.114151320572706,-9.46777338186552,-19.152368797538056,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-197,Vegavero Guggul Capsules 7500 mg | From 15:1 Extract | Dried Resin | NO Additives | Lab-Tested | 120 Capsules | Vegan,actual,12,2026-06,2830.8199999999997,2599.01,5429.83,2735.81,1032.12,818.96,-213.17000000000002,1128.59,5769.78,11199.61,1947.55,1860.84,0,6,15.082608479455159,19.560364519964367,50.38481867756449,19.008329910881187,-4.477756040509208,8.919165374507966,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-198,Bromelain hochdosiert | bis zu 1300 mg am Tag | (3250 F.I.P - 1625 Gdu) pro Kapsel | magensaftres. DRCaps | Laborgeprüft | Eaus Ananas | Vegan - Ohne Zusatzstoffe | Dt. Produktion Vegavero,actual,12,2026-06,2627.5,4160.4,6787.9,3443.35,1123.25,641.75,-481.52000000000004,1078.3,7563.36,14351.26,1720.05,1696.6999999999998,0,6,9.454323133811636,14.256891117175435,50.72776558287542,16.54782775232399,-4.802567983363799,-36.845014902413226,2024-07,True,first-sale proxy,23.0,2,3,3-2,19.5624,Fix,CM3% 9.5 vs target 19.6,2026-06,False
Vegavero,Amazon,ES,VV-VITA-198-V,"Vegavero Bromelain 650 mg | High Strength - 2500 GDU/g | Gastro-Resistant DrCaps | NO Additives, Lab-Tested | Pure Pineapple Enzyme | 240 Capsules | Vegan",actual,5,2026-06,997.8,941.73,1939.53,685.79,68.00999999999999,42.29,-25.73,,,1939.53,42.29,687.0999999999999,0,5,2.1804251545477515,,35.358566250586485,3.506519620732858,,5.953935841483221,2026-02,False,first-sale proxy,4.0,3,3,3-3,19.5624,Incubate,launched 2026-02 (4m ago),2026-06,False
Vegavero,Amazon,ES,VV-VITA-199,Bio Johanniskraut hochdosiert | mit Passionsblume | Extrakte aus Europa | Laborgeprüft | Hypericin - Flavonoide | Vegan - ohne Zusatzstoffe | Deutsche Produktion von Vegavero,actual,12,2026-06,1793.1,1846.81,3639.91,2232.75,1060.8799999999999,892.68,-168.19,1316.6799999999998,4662.35,8302.26,2209.36,1395.1,0,6,24.524782206153446,28.240694070586713,61.34080238247649,29.1457755823633,-3.7159118644332665,-2.908258023294223,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.5624,Scale,"CM3% 24.5 >= target, sales -3% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-202,"Vegavero Multivitamin for Kids Spray | No Added Sugar | NO Additives | Natural Orange Flavour | with Vitamin C, D3, E, K2 & All B Vitamins | 125 Sprays | Vegan",actual,12,2026-06,1359.83,2172.11,3531.94,2524.26,1246.81,777.2,-469.63,1274.05,4054.37,7586.3099999999995,2051.25,927.31,0,6,22.004903820563204,31.424117680428772,71.46950401195944,35.30099605316058,-9.419213859865568,-37.395896156272016,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-203,Vegavero Gaba Kapseln hochdosiert 120 Stück - 1000 mg Gaba mit L-Theanin aus Grüntee Extrakt & Vitamin B6 - Gamma Aminobuttersäure vegan - ohne Zusatzstoffe,actual,12,2026-06,17402.12,25787.72,43189.84,26859.86,13117.78,8301.61,-4816.19,16018.98,52859.67,96049.51,24320.59,10301.89,0,6,19.221210358732517,30.304729484690313,62.190228072157716,30.372374614029603,-11.083519125957796,-32.51780304734192,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-204,Teufelskralle Kapseln Vegavero | 550 mg | Mit Weidenrinde (Salix alba) & Ingwer | 2% Harpagoside aus Harpagophytum procumbens | Vegan & Ohne Zusätze | 120 Stück,actual,12,2026-06,2188.7,2190.41,4379.11,2680.32,1190.48,934.35,-256.1,795.73,3068.79,7447.9,1730.08,1562.1999999999998,0,6,21.336527285224623,25.929763848291998,61.20695757813803,27.185432656407354,-4.593236563067375,-0.07806757638980998,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.5624,Scale,"CM3% 21.3 >= target, sales -0% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-206,"Vegavero Organic Artichoke 40,000 mg 20:1 High Strength Extract | Without Leaf Fibre or Inulin | 2.5% Cynarin | NO Additives, Lab-Tested | 120 Capsules | Vegan",actual,12,2026-06,3779.63,3372.5299999999997,7152.16,4672.79,2360.57,2019.5,-341.03000000000003,2438.7400000000002,7971.0199999999995,15123.18,4458.24,2423.2200000000003,0,6,28.236225140377176,30.595080679762443,65.33396903872398,33.00499429542963,-2.3588555393852673,12.071056447236952,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.5624,Scale,"CM3% 28.2 >= target, sales +12% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-207,ASTRAGALO BIO Vegavero® | 5600 mg | Titolato in Polisaccaridi | ADATTOGENO per DIFESE IMMUNITARIE | 120 capsule | Vegan,actual,12,2026-06,6352.719999999999,6599.389999999999,12952.11,7733.29,3472.75,2555.96,-916.74,3800.1,15361.94,28314.05,6356.06,4211.219999999999,0,6,19.73392752223383,24.73711002646801,59.70679680762439,26.812233682388424,-5.003182504234179,-3.7377697029573964,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Defend,"top seller at target margin, momentum flat",2026-06,False
Vegavero,Amazon,ES,VV-VITA-208,Vegavero Organic Horse Chestnut Extract | with Red Vines & Acerola Cherry | 120 Capsules | NO Additives | Circulation & Varicose Veins Support | Aesculus Hippocastanum | Vegan,actual,12,2026-06,7396.280000000001,3422.4300000000003,10818.710000000001,6478.66,3203.67,1707.79,-1495.9,2326.44,6825.65,17644.36,4034.23,5401.99,0,6,15.785523412680439,34.08378689209087,59.88384936836276,29.61231052500714,-18.29826347941043,116.11194385275958,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-215,"EQUISETO BIO Vegavero® | 2500 mg | Integratore per Capelli, Unghie e Pelle (Psoriasi)* | fonte di Silicio e Flavonoidi | 90 capsule | Vegan",actual,12,2026-06,5990.91,5778.68,11769.59,7014.39,3183.19,1712.53,-1470.57,2396.84,10034.83,21804.42,4109.37,4027.5099999999998,0,6,14.550464374714837,23.885207821158904,59.597573067541006,27.045886900053446,-9.334743446444067,3.6726380419057563,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.5624,Fix,CM3% 14.6 vs target 19.6,2026-06,False
Vegavero,Amazon,ES,VV-VITA-216,Vegavero Kudzu Root | 6000 mg (10:1) High Strength Extract 8% Isoflavones | NO Additives | 180 Capsules | Plus Avena Sativa & Vitamin C | Alcohol Detox | Midlife Supplement | Vegan,actual,11,2026-06,2048.46,1866.4,3914.8599999999997,2500.93,1212.59,1160.74,-51.84,1440.99,4740.24,8655.1,2601.73,1570.4599999999998,0,6,29.649591556275322,30.399093716773834,63.88299964749697,30.974032277016295,-0.7495021604985119,9.75460780111444,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.5624,Scale,"CM3% 29.6 >= target, sales +10% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-222,Vegavero Organic Black Cumin Seed Oil 1000 mg | Cold Pressed | 180 Capsules | Nigella Sativa | High Strength Thymoquinone & Linoleic Acid | NO Additives | Vegan | Added Vitamin E,actual,12,2026-06,1988.6799999999998,2423.4,4412.08,2967.58,1604.45,1114.23,-490.2,2505.33,6516.78,10928.86,3619.56,1644.6,0,6,25.254075175427467,38.444293040427944,67.2603397943827,36.36493445268445,-13.190217865000477,-17.938433605677982,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-222-V,"Vegavero Bio Schwarzkümmelöl Kapseln hochdosiert 300 Stück - 1000 mg kaltgepresstes Nigella sativa Öl mit 55% Linolsäure, 22% Ölsäure & 1,5% Thymoquinon – vegan, ohne Zusatzstoffe & Laborgeprüft",actual,3,2026-05,530.6,75.8,606.4,-1.019999999999996,-98.5,-106.57000000000001,-8.07,,,606.4,-106.57000000000001,75.8,2,3,-17.57420844327177,,-0.16820580474933972,-16.2434036939314,,600.0,2026-02,False,first-sale proxy,4.0,3,3,3-3,19.5624,Incubate,launched 2026-02 (4m ago),2026-06,False
Vegavero,Amazon,ES,VV-VITA-223,Vegavero Vegan Omega 3 | Algae Oil DHA & EPA | 90 Capsules | NO Additives | Lab-Tested,actual,12,2026-06,9978.65,7545.879999999999,17524.53,8920.31,4170.8,2710.0,-1460.8400000000001,4479.9,17634.79,35159.32,7189.9,6517.54,0,6,15.464038122563059,25.403761541815918,50.90185014947619,23.79978236220886,-9.939723419252859,32.23971226682641,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-224,"Vegavero Vegan Essentials Vitamine complex | Vitaminen A, B12, B2, D3 + K2, foliumzuur, ijzer, selenium, jodium, calcium | Laboratoriumgetest, geen toevoegingen",actual,11,2026-06,903.5,419.46,1322.96,928.88,549.61,457.46000000000004,-92.16,941.3,2208.75,3531.71,1398.76,498.12,0,6,34.578520892544,42.61686474250141,70.2122513152325,41.54396202455101,-8.038343849957414,115.39598531445192,2024-07,True,first-sale proxy,23.0,3,1,1-3,19.5624,Scale,"CM3% 34.6 >= target, sales +115% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-225,SHILAJIT MUMIJO Puro Vegavero® | 1.300 mg | con 60% Acidi Fulvici e 12% Acidi Umici | Mumio con più di 85 oligoelementi | Medicina Ayurveda e Tibetana | 90 capsule | Vegan,actual,12,2026-06,2224.81,3103.21,5328.02,2906.31,1253.4099999999999,384.53,-868.9399999999999,3132.29,11392.7,16720.72,3516.82,1412.6999999999998,2,6,7.217127563334971,27.493833770747933,54.54765560189338,23.52487415587779,-20.276706207412964,-28.306173285082224,2024-07,True,first-sale proxy,23.0,2,3,3-2,19.5624,Fix,CM3% 7.2 vs target 19.6,2026-06,False
Vegavero,Amazon,ES,VV-VITA-225-V,Vegavero Himalayan Shilajit Resin 1300 mg | 60% Fulvic Acid + Humic Acids | 60:1 Himalyan Extract | NO Additives | 6 Month Supply | 180 Capsules | Vegan,actual,7,2026-06,1461.62,1859.05,3320.67,1704.6899999999998,818.5699999999999,600.82,-217.76999999999998,127.87,531.98,3852.65,728.69,1145.04,0,6,18.093336585689034,24.03661791796684,51.335724417060405,24.65074819238286,-5.943281332277806,-21.378123234985615,2025-12,False,first-sale proxy,6.0,3,2,2-3,19.5624,Incubate,launched 2025-12 (6m ago),2026-06,False
Vegavero,Amazon,ES,VV-VITA-227,"Olio di Enotera e Borragine BIO | L’UNICO VEGANO | Pressato a Freddo con 10,5% e 20,5% di GLA | per Sindrome Premestruale e Menopausa | Senza additivi | 90 capsule",actual,12,2026-06,2188.0,2424.44,4612.44,2896.13,1414.47,1117.07,-297.40999999999997,1376.18,4391.8,9004.24,2493.25,1471.0,0,6,24.218634822349994,31.33521562912701,62.789543061806775,30.666415172880303,-7.116580806777016,-9.752355183052583,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.5624,Scale,"CM3% 24.2 >= target, sales -10% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-228,"Vitamina D3 + K2 MK7 | VEGAN | Vitamine di Marca dall’Europa | K2 >99% all-trans MK-7 K2VITAL | Alta Biodisponibilità | per Ossa, Denti e Sistema Immunitario | Cruelty Free | Vegavero",actual,12,2026-06,7351.78,5564.18,12915.960000000001,7233.0,2968.73,-1395.33,-4364.09,2707.5,11862.08,24778.04,1312.17,4902.3,5,6,-10.80314587533563,22.82483341875961,56.000483123205704,22.984973629525022,-33.62797929409524,32.12692615982947,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.5624,Fix,"CM3 negative in 5 of last 6 months, not improving; top volume tier: EXIT CANDIDATE if fix fails next review",2026-06,False
Vegavero,Amazon,ES,VV-VITA-230,"Vegavero Berberine HCL 1000 mg | 50:1 Barberry Extract 97% Berberin | with Black Garlic Extract, Chromium and Piperine | NO Additives, Lab-Tested | Blood Sugar Levels Supplement | Vegan",actual,11,2026-05,2058.25,10880.08,12938.33,6968.65,2903.85,1966.03,-937.8,5318.63,23772.98,36711.31,7284.66,69.53,0,6,15.195392295605384,22.372584337344332,53.86050595401416,22.443777519973597,-7.177192041738948,-81.08240012941081,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-231,"Vegavero Integratore INOSITOLO | Myo & D Chiro Inositol, Folato 5-MTHF, Cromo, Zinco e Vitamina B6 | PCOS e Ovaio Policistico | Certificato in Laboratorio",actual,12,2026-06,19706.71,19910.480000000003,39617.19,25217.86,14130.07,8710.65,-5419.43,18851.0,50578.100000000006,90195.29000000001,27561.65,17813.239999999998,0,6,21.987046532073578,37.2710718670729,63.65383309618879,35.666512440685466,-15.28402533499932,-1.0234308766036984,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Defend,"top seller at target margin, momentum flat",2026-06,False
Vegavero,Amazon,ES,VV-VITA-236,"MACA Peruviana Vegavero® | L’UNICA con 0,2% di Macamidi e Macaeni | Fornitura per 6 mesi | 180 capsule | Vegan Maca Root",actual,2,2025-08,,,,,,,,79.44999999999999,293.78,293.78,79.44999999999999,,0,0,,27.04404656545714,,,,,2024-07,True,first-sale proxy,23.0,3,,,19.5624,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,ES,VV-VITA-237,Colina Trio | Bitartrato + Citicolina + Fosfatidilcolina | per Fegato e Metabolismo | Certificato in Laboratorio | Vegano e Senza Additivi | Vegavero®,actual,12,2026-06,5852.28,5882.650000000001,11734.93,8104.87,4140.14,3624.9,-515.22,5312.1900000000005,15249.33,26984.260000000002,8937.09,4758.07,0,6,30.88983061679959,34.835563267369785,69.06619809406618,35.28048313880015,-3.9457326505701964,-0.5162639286716156,2024-07,True,first-sale proxy,23.0,1,1,1-1,19.5624,Defend,"top seller at target margin, momentum flat",2026-06,False
Vegavero,Amazon,ES,VV-VITA-243,"Complexe de Magnesium 375 mg | 180 Gélules | 4 FORMES - Bisglycinate, Malate, Citrate et Taurate | Avec Vitamine B2 & B6 | Absorption Supérieure | Sans Additifs & Vegan | Vegavero®",actual,12,2026-06,56357.32,57428.0,113785.32,69151.63,32565.11,16259.05,-16306.04,44759.96,156793.64,270578.96,61019.01,36314.5,1,6,14.289233444173641,28.547050760477273,60.77377116837216,28.619781532450755,-14.257817316303631,-1.864386710315526,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.5624,Fix,CM3% 14.3 vs target 19.6,2026-06,False
Vegavero,Amazon,ES,VV-VITA-247,"Vegavero Astaxanthin Antioxidant Supplement 8 mg | Natural Oil from Algae | NO Additives, Lab-Tested | AstaZine | 60 Capsules | Vegan",actual,12,2026-06,15184.32,13860.47,29044.79,16007.11,6424.92,4234.4,-2190.5,7108.74,32307.3,61352.09,11343.14,11186.96,0,6,14.578862508560054,22.003510042621947,55.111811791374635,22.120731463370884,-7.424647534061894,9.551263413145444,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-248,"Vegavero BIOLOGISCHE Oregano-olie | 90 veganistische capsules | 90 mg Carvacrol | met 2,75% thymol | Laboratorium getest | 100% oregano-olie biologisch | Veganistisch en zonder toevoegingen",actual,12,2026-06,20436.05,22414.690000000002,42850.74,24787.66,10231.61,436.1100000000001,-9795.41,23405.05,89752.18,132602.92,23841.16,13124.369999999999,4,6,1.0177420506623691,26.07741672681377,57.84651560276439,23.877323938863135,-25.0596746761514,-8.827425228722783,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.5624,Fix,CM3% 1.0 vs target 19.6,2026-06,False
Vegavero,Amazon,ES,VV-VITA-248-V,"Vegavero BIOLOGISCHE Oregano-olie | 180 veganistische capsules | 90 mg Carvacrol | met 2,75% thymol | Laboratorium getest | 100% oregano-olie biologisch | Veganistisch en zonder toevoegingen",actual,5,2026-06,1419.07,1766.11,3185.18,1405.65,669.65,249.28,-420.30999999999995,,,3185.18,249.28,644.17,2,5,7.826245298538859,,44.13094393409478,21.023929573838842,,-19.64996517770694,2026-02,False,first-sale proxy,4.0,3,3,3-3,19.5624,Incubate,launched 2026-02 (4m ago),2026-06,False
Vegavero,Amazon,ES,VV-VITA-249,Vegavero Saccharomyces Boulardii | Prebiotic and Probiotic Supplements | NO Additives | 7 Billion CFU per Capsule | 350 mg S. Boulardi & 150mg S. Cerevisiae | Vegan,actual,12,2026-06,3327.01,6695.66,10022.67,6369.46,3269.52,2777.54,-491.96000000000004,3421.59,10282.02,20304.69,6199.13,3304.37,0,6,27.712575591134897,33.27741046992712,63.550530946344644,32.62124763161912,-5.564834878792222,-50.310947688502694,2024-07,True,first-sale proxy,23.0,1,1,1-1,19.5624,Defend,"top seller at target margin, momentum negative",2026-06,False
Vegavero,Amazon,ES,VV-VITA-250,Bacopa Monnieri BIO Vegavero® | 180 Comprimés | Nootropic : Mémoire + Focus | Unique : Brahmi BIOLOGIQUE Avec Bacosides | Vegan,actual,12,2026-06,11081.06,15403.220000000001,26484.28,15308.230000000001,5634.32,3445.28,-2189.05,5245.98,23929.22,50413.5,8691.26,8503.81,0,6,13.008773506397004,21.922904298593934,57.801193764754046,21.274204924581678,-8.91413079219693,-28.06010691271047,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.5624,Fix,CM3% 13.0 vs target 19.6,2026-06,False
Vegavero,Amazon,ES,VV-VITA-252,SHIITAKE Kapslar Vegavero ® | med 750 mg shiitake-extrakt per kapsel | 40% polysackarider & 30% betaglukan | 100% NATURLIGT & VEGANISKT | utan tillsatser | 120 kapslar,actual,12,2026-06,1922.23,2120.61,4042.84,2330.03,1102.76,870.55,-232.25,1259.63,4151.73,8194.57,2130.18,1368.53,0,6,21.533130175816996,30.33988241046504,57.633495265704305,27.276864778225207,-8.806752234648044,-9.354855442537765,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.5624,Scale,"CM3% 21.5 >= target, sales -9% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-256,Pumpkin Seed Oil Vegavero | El Único Orgánico | Aceite Semillas Calabaza | 180 Cápsulas | Prensado En Frío | Sin Aditivos & Vegano | Incontinencia & Próstata | Sin Gelatina,actual,12,2026-06,9753.96,6922.75,16676.71,9510.82,4464.83,2447.71,-2017.14,3811.49,13182.3,29859.010000000002,6259.2,7187.88,0,6,14.677415389486296,28.913694878738916,57.03055338852807,26.772846682589073,-14.23627948925262,40.897186811599425,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-257,Vegavero BIOLOGISCHE Lecithine capsules | 1800 mg zonnebloemlecithine | VEGANISCH | Koudgeperst | 15% Fosfatidylcholine | Zonnebloemlecithine – geen sojalecithine | 120 capsules,actual,12,2026-06,4843.04,2174.09,7017.13,3670.74,1447.59,1054.04,-393.6,1328.78,5445.36,12462.49,2382.82,3507.41,0,6,15.020955860871894,24.40205973526085,52.311130048894626,20.62937411733857,-9.381103874388955,122.76170719703414,2024-07,True,first-sale proxy,23.0,2,2,2-2,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-258,Flaxseed Oil Vegavero | Orgánico | Omega 3 + 6 + 9 Natural | Ácido Linoleico + Alfa Linoleico | Sin Aditivos | Alternativa Aceite Pescado | Cápsulas Sin Gelatina | 120 Cápsulas,actual,12,2026-06,738.0,804.91,1542.9099999999999,1034.26,516.53,347.7,-168.82,595.7,1700.7,3243.61,943.4,540.9,0,6,22.535339067087516,35.026753689657205,67.03307386691382,33.4776493768269,-12.491414622569689,-8.312730615845245,2024-07,True,first-sale proxy,23.0,3,1,1-3,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-259,"Vegavero Mushroom Complex | High Strength Extracts | Reishi, Cordyceps, Chaga, Lions Mane, Shiitake & Agaricus | NO Additives | 120 Capsules | Vegan",actual,12,2026-06,4298.96,4512.28,8811.24,5069.4400000000005,2491.69,1734.38,-757.3299999999999,2467.69,8693.45,17504.69,4202.07,3129.67,0,6,19.68372215488399,28.38562365919169,57.53378639101875,28.27853968340438,-8.701901504307699,-4.7275435035059825,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Defend,"top seller at target margin, momentum flat",2026-06,False
Vegavero,Amazon,ES,VV-VITA-262,Myrtille + Écorce de Pin BIO Vegavero® | Extraits Fortement Dosés | Sans Additifs | Avec Proanthocyanidines (OPC) | Antioxydant Puissant + Yeux | 90 Gélules | VEGAN,actual,11,2026-06,474.64,1154.47,1629.1100000000001,809.91,264.8,195.16,-69.67,517.71,3078.0099999999998,4707.12,712.87,474.64,0,6,11.979547114682248,16.819633464478674,49.714874993094384,16.25427380594312,-4.840086349796426,-58.88676189073775,2024-07,True,first-sale proxy,23.0,3,3,3-3,19.5624,Harvest,"CM3% 12.0 vs target 19.6; bottom volume tier, no momentum",2026-06,False
Vegavero,Amazon,ES,VV-VITA-264,Artemisa Vegavero | 2% Flavonoides | Dosis Más Alta: 4800 mg | Síndrome Premenstrual + Menstruación Dolor + Dismenorrea | Extracto 8:1 | Artemisia Vulgaris | Vegano & Sin Aditivos | 180 Cápsulas,actual,12,2026-06,2363.2,2068.6,4431.8,3036.1400000000003,1672.5500000000002,990.84,-681.7,2140.42,5584.18,10015.98,3131.2599999999998,1682.05,0,6,22.357507107721467,38.33006815682876,68.50805541766326,37.73974457331107,-15.972561049107291,14.241516001160202,2024-07,True,first-sale proxy,23.0,2,1,1-2,19.5624,Scale,"CM3% 22.4 >= target, sales +14% 3m",2026-06,False
Vegavero,Amazon,ES,VV-VITA-265,"Ginkgo Biloba + Ginseng | 12.000 mg Máxima Dosificación | Circulación Sanguínea, Memoria, Concentración | Sin Aditivos | Probado en Laboratorio | Vegavero",actual,12,2026-06,7325.87,8537.64,15863.51,8769.4,3498.33,2418.6,-1079.77,3696.75,16243.560000000001,32107.07,6115.35,4747.639999999999,0,6,15.24631055800387,22.7582500387846,55.28032572866912,22.052685691880296,-7.511939480780729,-14.193266523301517,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-266,Moringa BIO | Dose Elevée : 2000mg | 180 Comprimés | SUPERFOOD : Multivitamines et Minéraux | 3 Mois | Antioxydant + Energie | VEGAN | Vegavero®,actual,10,2026-04,8614.84,31733.29,40348.13,-6243.420000000003,-15702.830000000002,-18969.56,-3266.76,23466.06,101913.26,142261.38999999998,4496.499999999999,0.0,2,6,-47.014719145596096,23.02552189970177,-15.473876980172324,-38.91835879382763,-70.04024104529786,-72.85235788662317,2024-07,True,first-sale proxy,23.0,1,3,3-1,19.5624,Fix,CM3% -47.0 vs target 19.6; no sales in last 2 months (OOS / delisted?),2026-06,False
Vegavero,Amazon,ES,VV-VITA-274,Cystite Complex Vegavero® | 120 Gélules | 100% NATUREL : Avec D-Mannose + Canneberge + Ortie + Pamplemousse + Busserole | Sans Additifs | Confort Urinaire | VEGAN,actual,12,2026-06,6176.4400000000005,7185.26,13361.7,8439.08,3805.38,2302.05,-1503.24,3557.17,12189.9,25551.6,5859.22,4319.07,0,6,17.228720896293137,29.181289428133127,63.158729802345505,28.479759312063585,-11.95256853183999,-14.040132159448646,2024-07,True,first-sale proxy,23.0,1,2,2-1,19.5624,Watch,between target and broken - no trigger fired,2026-06,False
Vegavero,Amazon,ES,VV-VITA-276,Vegavero Diosmine + Hespéridine | Avec Rutine + Marronnier d’Inde + Petit Houx | Circulation Sanguine et Hémorroïdes | 100% Naturel | 120 Gélules | VEGAN,actual,12,2026-06,33661.770000000004,25216.78,58878.55,36662.020000000004,20115.45,15537.99,-4577.47,16393.14,46667.99,105546.54000000001,31931.13,23938.33,0,6,26.389899207776008,35.12716103693345,62.267192381605874,34.164309413190374,-8.737261829157443,33.489565281530815,2024-07,True,first-sale proxy,23.0,1,1,1-1,19.5624,Scale,"CM3% 26.4 >= target, sales +33% 3m",2026-06,False
