brand,channel,country,sku,product,cm_source,months_active,last_sale_month,net_sales_l3m,net_sales_p3m,net_sales_l6m,cm1_l6m,cm2_l6m,cm3_l6m,ad_spend_l6m,cm3_p6m,net_sales_p6m,net_sales_ttm,cm3_ttm,net_sales_l2m,neg_cm3_months,cm_months_l6m,cm3_pct_l6m,cm3_pct_p6m,cm1_pct_l6m,cm2_pct_l6m,cm3_improving_pp,sales_trend_pct,launch_month,censored,source,age_months,vol_tier,margin_tier,cluster,cm3_target,verdict,reasons,review_month,manual
Vegavero,Amazon,BE,VV-VITA-159,EAA Aminoácidos Esenciales Vegavero | BCCAS Aminoacids | 300 Comprimidos | 9 Aminoácidos Esenaciales | Vegano | Aminos Ramificados,actual,0,,0.0,0.0,0.0,173.36,173.36,173.36,0.0,197.0,0.0,0.0,370.36,0.0,0,6,,,,,,,2024-07,True,first-sale proxy,23.0,2,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-171,"Vegavero Integratore OCCHI | 120 capsule | con Luteina, Zeaxantina, Mirtillo Nero, Vitamina A, B2 e Zinco | Salute della VISTA | Vegan",actual,0,,0.0,0.0,0.0,127.3,127.3,127.3,0.0,190.95,0.0,0.0,318.25,0.0,0,5,,,,,,,2024-07,True,first-sale proxy,23.0,2,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-173,Bio Hericium Erinaceus Kapseln Vegavero | 50% Polysaccharide | 500 mg organic Löwenmähne Pilz Extrakt – entspricht mind. 7500 mg Hericium Pulver | Laborgeprüft | Ohne Zusätze | 60 Stück | Vegan,actual,1,2026-06,21.9,0.0,21.9,68.18,61.31,61.31,0.0,132.0,0.0,21.9,193.31,21.9,0,5,279.9543378995434,,311.32420091324207,279.9543378995434,,,2024-07,True,first-sale proxy,23.0,2,1,1-2,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-181,Salvia BIO Vegavero | 500 mg por Cápsula | Sin Aditivos | Antitranspirante Natural Hombres & Mujeres | Hiperhidrosis & Menopausia | Vegano | Orgánico | 4 Meses de Suministro | 120 Cápsulas,actual,1,2025-07,,0.0,0.0,14.76,14.76,14.76,0.0,20.71,18.01,18.01,35.47,,0,3,,114.99167129372569,,,,,2024-07,True,first-sale proxy,23.0,2,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-198,Bromelain hochdosiert | bis zu 1300 mg am Tag | (3250 F.I.P - 1625 Gdu) pro Kapsel | magensaftres. DRCaps | Laborgeprüft | Eaus Ananas | Vegan - Ohne Zusatzstoffe | Dt. Produktion Vegavero,actual,0,,0.0,0.0,0.0,70.9,70.9,70.9,0.0,120.53,0.0,0.0,191.43,0.0,0,6,,,,,,,2024-07,True,first-sale proxy,23.0,2,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-208,Vegavero Organic Horse Chestnut Extract | with Red Vines & Acerola Cherry | 120 Capsules | NO Additives | Circulation & Varicose Veins Support | Aesculus Hippocastanum | Vegan,actual,5,2026-02,0.0,136.63,136.63,166.98,127.64,127.64,0.0,439.76,159.12,295.75,567.4,0.0,0,5,93.4201859035351,276.3700351935646,122.21327673278198,93.4201859035351,-182.9498492900295,-100.0,2024-07,True,first-sale proxy,23.0,1,1,1-1,24.30494285714286,Defend,"top seller at target margin, momentum negative",2026-06,False
Vegavero,Amazon,BE,VV-VITA-237,Colina Trio | Bitartrato + Citicolina + Fosfatidilcolina | per Fegato e Metabolismo | Certificato in Laboratorio | Vegano e Senza Additivi | Vegavero®,actual,2,2026-06,59.699999999999996,0.0,59.699999999999996,151.57999999999998,133.60999999999999,133.60999999999999,0.0,219.81,0.0,59.699999999999996,353.42,59.699999999999996,0,6,223.80234505862643,,253.90284757118926,223.80234505862643,,,2024-07,True,first-sale proxy,23.0,2,1,1-2,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-286,Vegavero ZAAG PALMETTO + PYGEUM AFRICANUM | 500 mg zaagpalmetto-extract (20:1) & 200 mg pygeum-extract (2:1) | 45% vetzuren en 10% sterolen | VEGAN - Geen toevoegingen | 90 capsules,actual,0,,0.0,0.0,0.0,117.18,117.18,117.18,0.0,256.68,0.0,0.0,373.86,0.0,0,6,,,,,,,2024-07,True,first-sale proxy,23.0,3,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-303,"Vegavero BRANDNETEL Complex | 100% GROENTE | Met extracten van berk, paardenbloem en brandnetel | Alternatief voor drainagetabletten | 120 capsules | Vegan",actual,0,,0.0,0.0,0.0,37.73,37.73,37.73,0.0,86.24,0.0,0.0,123.96999999999998,0.0,0,4,,,,,,,2024-07,True,first-sale proxy,23.0,3,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-320,Vegavero Vegane Kollagen Kapseln hochdosiert | Einzigartig: Markenrohstoff Vollagen | Vegan mit Hyaluronsäure | Laborgeprüft | Vegan - ohne Zusatzstoffe | Deutsche Produktion,actual,11,2026-06,57.98,231.92,289.9,344.12,265.55,265.55,0.0,359.64,476.27,766.17,625.1899999999999,28.99,0,6,91.60055191445326,75.5117895311483,118.70300103483962,91.60055191445326,16.088762383304967,-75.0,2024-07,True,first-sale proxy,23.0,1,2,2-1,24.30494285714286,Defend,"top seller at target margin, momentum negative",2026-06,False
Vegavero,Amazon,BE,VV-VITA-338,Vegavero Biologische kurkuma capsules | Uniek: BIOLOGISCH Curcuma-EXTRACT – geen poeder | 14.620 mg kurkuma-equivalent per capsule | 158 mg Curcumine | Met piperine | 60 capsules | Vegan,actual,0,,0.0,0.0,0.0,21.03,21.03,21.03,0.0,21.03,0.0,0.0,42.06,0.0,0,3,,,,,,,2024-07,True,first-sale proxy,23.0,3,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-341,Vitamin B12 Tropfen | 50 ml ohne Alkohol | 500 Tage | Aktivformen: 80% Methyl- & 20% Adenosylcobalamin | 500 µg B-12 flüssig | Laborgeprüft & Keine Konservierungsstoffe | Vegavero,actual,0,,0.0,0.0,0.0,26.349999999999998,26.349999999999998,26.349999999999998,0.0,42.16,0.0,0.0,68.50999999999999,,0,3,,,,,,,2024-07,True,first-sale proxy,23.0,3,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-342,Vegavero Vitamin D3 K2 Tropfen Vegan für 365 Tage - 1.000 Vitamin D3 + 25 µg Vitamin K2 all-trans - Vitamin D3 Tropfen laborgeprüft & ohne Konservierungsstoffe - Vitamin D3 K2 Tropfen mit Pipette,actual,3,2025-09,0.0,0.0,0.0,26.48,26.48,26.48,0.0,343.09,878.8,878.8,369.57,,0,3,,39.040737369139734,,,,,2024-07,True,first-sale proxy,23.0,1,,,24.30494285714286,No data,no margin data for this market,2026-06,False
Vegavero,Amazon,BE,VV-VITA-343,"Vegavero Chlorophyll Liquid | 60 ml | 300 mg Sodium Copper Chlorophyllin | NO Additives, Lab-Tested | Made in UK | Vegan",actual,8,2026-02,,349.86,349.86,225.70999999999998,118.88,118.88,0.0,451.62,1819.18,2169.04,570.5,,0,2,33.97930600811753,24.82547081652173,64.51437717944319,33.97930600811753,9.153835191595803,,2024-07,True,first-sale proxy,23.0,1,3,3-1,24.30494285714286,Defend,"top seller at target margin, momentum flat",2026-06,False
Vegavero,Amazon,BE,VV-VITA-349,Vegavero Capsules de fenugrec bio haute résistance | 2900 mg de fenugrec | Complément d'allaitement | Extrait de fenugrec (4:1) et poudre | 120 gél,actual,0,,0.0,0.0,0.0,17.28,17.28,17.28,0.0,43.2,0.0,0.0,60.480000000000004,0.0,0,4,,,,,,,2024-07,True,first-sale proxy,23.0,3,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-351,Cordyceps Sinensis BIO | Unique : Extrait Biologique (20:1) – 13000 mg de Poudre CS-4 | Adaptogène + Immunité | Sans Additifs & Vegan | Vegavero®,actual,0,,0.0,0.0,0.0,36.75,36.75,36.75,0.0,21.0,0.0,0.0,57.75,,0,4,,,,,,,2024-07,True,first-sale proxy,23.0,3,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-363,"Vegavero Vinaigre de cidre de pomme avec mère 1500 mg | Picolinate de chrome pour taux de sucre dans le sang | avec extraits de poivre de Cayenne, gi",actual,0,,0.0,0.0,0.0,29.880000000000003,29.880000000000003,29.880000000000003,0.0,119.52000000000001,0.0,0.0,149.4,0.0,0,3,,,,,,,2024-07,True,first-sale proxy,23.0,3,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
Vegavero,Amazon,BE,VV-VITA-366,Gummies Fer | Pour Enfant et Adulte | Sans Sucres Ajoutés & Vegan | Avec 97% de Fruits | 94 Gommes Goût Cassis | Anti Fatigue + Immunité | Vegavero®,actual,0,,,0.0,0.0,11.129999999999999,11.129999999999999,11.129999999999999,0.0,25.97,0.0,0.0,37.1,,0,2,,,,,,,2024-09,False,first-sale proxy,21.0,3,,,24.30494285714286,No data,fewer than 3 months with sales,2026-06,False
