month,sku,net_sales,gross_sales,orders,net_items_sold
2026-04,VV-VITA-142,1191,1561.67,20,62
2026-04,VV-VITA-402,1173.14,1342.39,42,56
2026-04,VV-VITA-248,1134.86,1327.82,41,57
2026-04,VV-VITA-354,1127.9,1435.5,29,66
2026-04,VV-VITA-264,1117.18,1348.91,19,54
2026-04,VV-VITA-168,1099.43,1228.05,39,61
2026-04,VV-VITA-124,1077.31,1217.94,39,60
2026-04,VV-VITA-297,1030.69,1164.72,38,64
2026-04,VV-VITA-341,1019.14,1059.95,53,66
2026-04,VV-VITA-339,1016.76,1223.8,30,61
2026-04,BJ-E223-8EKW,978.9,1144.09,28,43
2026-04,VV-VITA-259,978.1,1226,28,52
2026-04,VV-VITA-49,950.14,1091.64,43,62
2026-04,VV-VITA-121,944.38,1088.32,29,51
2026-04,VV-VITA-389,940.63,1128.3,23,48
2026-04,VV-VITA-377,909.04,1051.17,38,74
2026-04,VV-VITA-153,904.68,1140.97,36,53
2026-04,VV-VITA-395,886.65,924.16,46,53
2026-04,VV-VITA-237,882.56,1072.6,21,57
2026-04,VV-VITA-119,880.33,936.74,33,56
2026-04,VV-VITA-345,866.94,1031.47,27,44
2026-04,VV-VITA-198,854.25,965.49,34,55
2026-04,VV-VITA-39,834.76,967.39,22,48
2026-04,VV-VITA-379,815.42,958.95,27,59
2026-04,VV-VITA-407,788.22,855.48,20,38
2026-04,VV-VITA-338,778.51,890.03,32,50
2026-04,CW-KVIN-V39Y,770.53,863.62,23,36
2026-04,VV-VITA-311,765.34,892.32,39,46
2026-04,VV-VITA-388,747.08,837.31,43,70
2026-04,VV-VITA-394,744.78,855.41,20,45
2026-04,VV-VITA-356,734.16,870.11,28,47
2026-04,VV-VITA-231,726.79,896.2,15,30
2026-04,VV-VITA-63,711.47,833.85,23,43
2026-04,VV-VITA-326,689.97,823.98,19,36
2026-04,VV-VITA-386,676.26,768.35,21,36
2026-04,VV-VITA-313,633.82,783.73,18,40
2026-04,VV-VITA-31,611.05,770.54,17,36
2026-04,VV-ALO-06,609.05,612.48,30,36
2026-04,VV-VITA-50,608.77,752.67,15,36
2026-04,VV-VITA-215,608.76,700.38,10,37
2026-04,VV-VITA-284,595.25,674.45,15,29
2026-04,VV-VITA-411,592.56,674.94,19,34
2026-04,VV-VITA-310,574.83,720.62,11,30
2026-04,VV-VITA-165,572.64,672.09,10,24
2026-04,VV-VITA-88,571.24,676.6,17,28
2026-04,VV-VITA-86,556.97,643.1,22,34
2026-04,VV-VITA-247,521.15,639.18,14,31
2026-04,VV-VITA-188,501.39,541.14,17,33
2026-04,NX-CVPF-VCEZ,483.49,532.1,15,25
2026-04,VV-VITA-304,482.24,555.28,19,36
2026-04,VV-VITA-382,474.58,567.44,17,31
2026-04,VV-VITA-258,472.41,487.35,16,26
2026-04,VV-VITA-371,454.31,526.26,17,31
2026-04,VV-VITA-166,450.04,489.52,17,23
2026-04,VV-VITA-109,445.6,507.49,17,29
2026-04,VV-VITA-295,442.86,511.73,10,24
2026-04,VV-VITA-298,438.37,546.61,13,24
2026-04,VV-VITA-116,431.28,479.62,20,27
2026-04,VV-VITA-136,426.34,461.18,16,21
2026-04,VI-ZU99-SZ0B,419.36,481.85,15,28
2026-04,VV-VITA-408,407.59,3682.25,141,151
2026-04,VV-VITA-303,406.1,482.47,18,25
2026-04,VV-VITA-157,401.31,501.9,23,34
2026-04,VV-VITA-405,398.98,435.3,26,30
2026-04,VV-VITA-173,391.63,454.77,14,27
2026-04,VV-VITA-375,367.08,405.32,17,24
2026-04,VV-VITA-368,362.8,415.43,17,25
2026-04,VV-VITA-376,351.24,399.76,11,24
2026-04,VV-VITA-316,349.29,403.57,9,21
2026-04,VV-VITA-207,339.98,378.83,9,19
2026-04,VV-VITA-318,330.12,350.81,11,20
2026-04,VV-VITA-359,323.24,328.74,13,18
2026-04,VV-VITA-02,322.41,337.77,15,20
2026-04,VV-VITA-351,312.17,348.22,10,17
2026-04,VV-VITA-387,304.93,344.61,12,14
2026-04,VV-VITA-398,299.66,348.74,16,24
2026-04,VV-VITA-111,297.28,343.43,15,17
2026-04,VV-VITA-225,293.66,370.13,8,18
2026-04,VV-VITA-146,290.01,357.53,11,19
2026-04,VV-VITA-172,288.09,301.13,8,14
2026-04,VV-VITA-183,285.53,320.66,10,13
2026-04,VV-VITA-228,277.83,312.36,9,14
2026-04,VV-VITA-336,277.58,319.67,7,15
2026-04,VV-VITA-199,253.98,261.76,11,14
2026-04,VV-VITA-189,253.46,281.7,8,13
2026-04,VV-VITA-202,231.87,246.8,10,17
2026-04,VV-VITA-365,226.84,262.47,9,18
2026-04,VV-VITA-57-V,222.86,230.11,4,6
2026-04,VV-VITA-190,206.52,278.11,5,14
2026-04,VV-VITA-363,201.52,212.65,11,14
2026-04,VV-VITA-204,195.88,263.69,5,14
2026-04,VV-VITA-105,188.82,190.8,10,10
2026-04,VV-VITA-366,185.99,188.97,10,13
2026-04,VV-VITA-277,183.07,189.34,10,14
2026-04,VV-VITA-252,180.31,210.31,6,9
2026-04,VV-VITA-410,179.83,204.74,7,8
2026-04,VV-VITA-385,170.43,205.38,7,12
2026-04,VV-VITA-319,168.97,171.25,6,9
2026-04,VV-VITA-129,156.68,158.49,7,9
2026-04,VV-VITA-393,154.69,171.89,4,10
2026-04,VV-VITA-358,153.1,183.45,6,9
2026-04,VV-VITA-93,151.71,179.7,7,10
2026-04,VV-VITA-369,139.89,171.19,10,15
2026-04,VV-VITA-307,135.97,154.18,6,10
2026-04,VV-VITA-170,135.2,146.7,6,8
2026-04,VV-VITA-378,127.51,127.51,6,9
2026-04,VV-VITA-174,120.93,140.76,4,7
2026-04,VV-VITA-57-V2,119.88,122.14,5,5
2026-04,VV-VITA-373,115.17,156.85,4,11
2026-04,VV-VITA-349,113.63,118.86,3,7
2026-04,VV-VITA-380,108.94,113.51,6,8
2026-04,VV-VITA-357,106.22,107.88,4,6
2026-04,VV-VITA-417,95.48,97.97,4,4
2026-04,VV-VITA-383,90.89,90.89,3,5
2026-04,VV-VITA-374,80.5,102.36,5,5
2026-04,VV-VITA-346,69.17,83.05,3,6
2026-04,VV-VITA-362,66.28,79.86,3,4
2026-04,VV-VITA-186,61.48,89.46,3,3
2026-04,VV-VITA-104,59.97,59.97,1,3
2026-04,CP-DQMG-RVN9,55.86,65.7,1,3
2026-04,VV-VITA-308,55.69,88.08,3,3
2026-04,VV-VITA-250,39.64,62.27,2,2
2026-04,VV-VITA-400,38.82,59.7,1,3
2026-04,VV-VITA-367,-20.65,0,0,-1
2026-04,VV-VITA-301,-28.66,0,0,-2
2026-04,VV-VITA-230,-50.4,25.9,1,-2
2026-04,VV-VITA-287,-83.27,20.82,1,-4
2026-05,UNKNOWN,11954.75,15749.8,632,1061
2026-05,VV-VITA-231,9590.78,11313.22,178,446
2026-05,VV-VITA-223,8034.96,9161.48,241,452
2026-05,VV-VITA-197,4793.2,6415.34,12,279
2026-05,VV-VITA-364,3976.83,4606.71,111,236
2026-05,VV-VITA-276,3499.69,4157.77,80,178
2026-05,VV-VITA-320,3405.55,3935.89,118,179
2026-05,VV-VITA-224,3064.08,3454.65,106,191
2026-05,VV-VITA-228,2746.08,3143.39,82,151
2026-05,VV-VITA-329,2424.11,2700.91,71,136
2026-05,VV-VITA-314,2400.63,2629.76,119,178
2026-05,VV-VITA-159,2310.53,2725.12,56,122
2026-05,VV-VITA-94,1791.42,2152.45,41,80
2026-05,VV-VITA-417,1597.67,1828.39,54,82
2026-05,VV-ALO-06,1593.35,1710.79,67,100
2026-05,VV-VITA-90,1547,2869.53,138,160
2026-05,VV-VITA-49,1527.71,1752.07,63,90
2026-05,VV-VITA-171,1517.8,1715.32,37,70
2026-05,VV-VITA-237,1467.95,1708.63,49,99
2026-05,VV-VITA-222,1421.17,1662.11,39,71
2026-05,VV-VITA-361,1416.25,1613.87,55,90
2026-05,VV-VITA-257,1373.21,1560.57,29,69
2026-05,VV-VITA-342,1363.7,1502.57,61,76
2026-05,VV-VITA-158,1307.18,1455.43,38,58
2026-05,VV-VITA-403,1249.39,1440.12,52,75
2026-05,BJ-E223-8EKW,1217.54,1350.84,32,56
2026-05,VV-VITA-249,1185.57,1569.07,24,66
2026-05,VV-VITA-344,1182.67,1372.95,45,61
2026-05,VV-VITA-354,1182.61,1344.89,38,68
2026-05,VV-VITA-153,1173.78,1429.74,39,76
2026-05,VV-VITA-391,1150.07,1302.2,44,60
2026-05,VV-VITA-248,1109.75,1249.58,33,55
2026-05,VV-VITA-208,1102.1,1297.24,29,68
2026-05,VV-VITA-389,1083.22,1211.05,32,55
2026-05,VV-VITA-101,1068.35,1190.3,41,54
2026-05,VV-VITA-313,1000.31,1123.9,38,66
2026-05,NX-CVPF-VCEZ,983.19,1150.33,30,58
2026-05,VV-VITA-256,978.27,1079.21,32,48
2026-05,VV-VITA-287,970.61,1182.13,29,59
2026-05,VV-VITA-142,959.37,1182.17,27,50
2026-05,VV-VITA-379,945.27,1075.44,36,62
2026-05,VV-VITA-341,919.15,1015.7,51,67
2026-05,VV-VITA-198,906.03,963.05,38,55
2026-05,VV-VITA-151,904.39,1086.49,29,43
2026-05,VV-VITA-119,868.85,909.76,37,54
2026-05,VV-VITA-317,848.75,936.95,22,52
2026-05,VV-VITA-345,841.7,949.78,30,46
2026-05,VV-VITA-311,832.73,948.77,31,50
2026-05,VV-VITA-243,811.77,939.82,20,51
2026-05,CW-KVIN-V39Y,777.56,877.65,24,38
2026-05,TU-QNYD-JRRX,772.38,1268.89,13,58
2026-05,VV-VITA-259,727.79,795.83,24,36
2026-05,VV-VITA-398,717.14,815.3,29,56
2026-05,VV-VITA-172,712.46,809.03,12,44
2026-05,VV-VITA-338,698.04,787.24,21,40
2026-05,VV-VITA-367,695.97,897.21,29,45
2026-05,VV-VITA-93,692.2,717.65,17,49
2026-05,VV-VITA-165,687.52,815.71,14,33
2026-05,VV-VITA-250,673.7,796.49,21,46
2026-05,VV-VITA-207,664.54,685.29,24,37
2026-05,VV-VITA-107,648.28,957.34,6,51
2026-05,VV-VITA-168,640.94,710.91,21,30
2026-05,VV-VITA-39,638.76,740.86,17,36
2026-05,VV-VITA-136,637.36,676.02,22,32
2026-05,VV-VITA-63,632.01,784.71,20,37
2026-05,VV-VITA-88,629.89,730.53,18,34
2026-05,VV-VITA-124,623.99,728.52,20,36
2026-05,VV-VITA-225,623.54,713.85,18,35
2026-05,VV-VITA-377,588.62,660.57,29,48
2026-05,VV-VITA-297,584.75,686.98,22,36
2026-05,VV-VITA-395,577.86,617.43,31,35
2026-05,VV-VITA-388,574.04,660.85,44,59
2026-05,VV-VITA-183,567.28,730.37,13,29
2026-05,VV-VITA-57-V,565.06,621.65,15,17
2026-05,VV-VITA-252,560.39,625.2,18,31
2026-05,VV-VITA-298,550.29,708.59,13,31
2026-05,VV-VITA-247,535.35,681.89,12,36
2026-05,VV-VITA-387,534,626.09,120,127
2026-05,VV-VITA-303,528.58,575.37,22,30
2026-05,VV-VITA-215,518.46,630.91,16,34
2026-05,VV-VITA-121,518.26,559.99,21,27
2026-05,VV-VITA-264,496.16,519.73,16,21
2026-05,VV-VITA-374,487.4,593.34,14,31
2026-05,VV-VITA-411,464.94,504.89,19,24
2026-05,VV-VITA-170,463.95,596.15,10,33
2026-05,VV-VITA-157,463.48,553.15,21,38
2026-05,VV-VITA-326,457.05,519.62,16,24
2026-05,VV-VITA-407,449.55,507.94,103,110
2026-05,VV-VITA-368,441.23,471.23,14,27
2026-05,VV-VITA-301,428.99,478.83,17,30
2026-05,VV-VITA-216,383.69,477.07,10,24
2026-05,VV-VITA-262,381.64,412.25,9,24
2026-05,VV-VITA-408,379.17,465.23,11,18
2026-05,VV-VITA-116,379.1,416.3,18,25
2026-05,VV-VITA-382,372.25,418.01,19,25
2026-05,VV-VITA-339,365.72,383.11,15,19
2026-05,VV-VITA-115,346.64,464.42,7,19
2026-05,VV-VITA-02,346.53,363.8,12,22
2026-05,VV-VITA-57-V2,343.06,355.05,14,15
2026-05,VV-VITA-109,337.62,434.64,13,23
2026-05,VV-VITA-351,332.2,376.39,10,20
2026-05,VV-VITA-284,331.09,352.66,11,16
2026-05,VV-VITA-359,318.68,339.67,10,17
2026-05,VV-VITA-277,307.79,313.88,17,25
2026-05,VV-VITA-375,301.95,312.77,16,19
2026-05,VV-VITA-371,293.3,324.8,16,20
2026-05,VV-VITA-369,288.48,301.26,111,120
2026-05,VV-VITA-405,288.41,299.2,21,22
2026-05,VV-VITA-189,277.48,302.46,9,16
2026-05,VI-ZU99-SZ0B,262.22,308.33,14,19
2026-05,VV-VITA-394,254.01,291.03,12,13
2026-05,VV-VITA-166,248.5,285.53,9,15
2026-05,VV-VITA-363,237.71,322.65,7,19
2026-05,VV-VITA-105,237.24,245.28,11,14
2026-05,VV-VITA-410,235.92,243.65,8,10
2026-05,VV-VITA-376,234.42,255.12,13,17
2026-05,VV-VITA-258,232.64,234.91,9,14
2026-05,VV-VITA-202,232.54,241.28,12,18
2026-05,VV-VITA-295,229.86,258.5,10,12
2026-05,VV-VITA-188,220.69,269.84,9,16
2026-05,VV-VITA-86,208.55,212.63,11,12
2026-05,VV-VITA-307,205.25,234.45,14,17
2026-05,VV-VITA-318,200.99,271.98,5,15
2026-05,VV-VITA-310,200,228.91,6,9
2026-05,VV-VITA-316,194.04,218.9,7,11
2026-05,VV-VITA-304,189.94,225.09,14,16
2026-05,VV-VITA-402,189.87,236.52,7,9
2026-05,VV-VITA-31,186.55,273.51,7,10
2026-05,VV-VITA-365,183.01,220.8,7,15
2026-05,VV-VITA-399,181.48,242.45,3,10
2026-05,VV-VITA-380,178.75,215.73,10,15
2026-05,VV-VITA-386,177.18,209.36,9,8
2026-05,VV-VITA-111,174.46,223.78,10,9
2026-05,VV-VITA-362,157.86,159.65,8,8
2026-05,VV-VITA-385,156.19,191.65,5,11
2026-05,VV-VITA-319,151.68,156.68,5,8
2026-05,VV-VITA-129,149.29,164.94,9,10
2026-05,VV-VITA-381,147.25,240.73,10,14
2026-05,VV-VITA-199,127.11,129.54,4,9
2026-05,VV-VITA-204,120.01,161.72,7,8
2026-05,VV-VITA-174,111.69,111.69,3,5
2026-05,VV-VITA-383,111.36,142.73,8,7
2026-05,VV-VITA-206,106.52,125.3,3,7
2026-05,VV-VITA-349,103.29,105.1,3,6
2026-05,CP-DQMG-RVN9,101.24,107.59,4,5
2026-05,VV-VITA-102,97.4,97.4,4,6
2026-05,VV-VITA-358,90.59,113.03,6,5
2026-05,VV-VITA-190,81.48,81.48,4,4
2026-05,VV-VITA-378,65.25,70.25,5,5
2026-05,VV-VITA-393,59.45,66.66,2,3
2026-05,VV-VITA-104,51.63,56.17,3,3
2026-05,VV-VITA-203,43.45,50.76,2,3
2026-05,VV-VITA-346,38.76,41.7,3,3
2026-05,VV-VITA-46,38.44,38.44,2,2
2026-05,VV-VITA-373,28.71,28.71,2,2
2026-05,VV-VITA-230,-23.31,19.63,1,-1
2026-05,VV-VITA-355,-76.13,0,0,-4
2026-05,VV-VITA-155,-212.41,21.24,1,-14
2026-06,UNKNOWN,9372.6,10929.24,404,723
2026-06,VV-VITA-223,6898.37,8069.73,190,365
2026-06,VV-VITA-231,6831.19,8094,132,325
2026-06,VV-VITA-364,4753.24,5440.74,146,275
2026-06,VV-VITA-320,3422.16,3900.6,125,187
2026-06,VV-VITA-243,3364.22,4140.18,100,201
2026-06,VV-VITA-276,3224.04,3798.79,88,164
2026-06,VV-VITA-228,2566.04,2900.75,84,135
2026-06,VV-VITA-417,2537.13,2817.85,71,115
2026-06,VV-VITA-222,1988.84,2464.56,44,110
2026-06,VV-VITA-158,1962.62,2244.8,52,85
2026-06,VV-VITA-159,1871.95,2496.54,53,101
2026-06,VV-VITA-127,1795.24,2067.68,37,96
2026-06,VV-VITA-344,1693.78,1878.73,60,84
2026-06,VV-VITA-151,1659.08,1852.76,50,81
2026-06,VV-VITA-124,1481.27,1576.76,58,74
2026-06,VV-VITA-367,1410.34,1589.4,61,94
2026-06,VV-VITA-94,1375.47,1558.35,33,60
2026-06,VV-VITA-49,1330.12,1526.37,64,81
2026-06,VV-VITA-208,1315.07,1580.46,35,85
2026-06,VV-VITA-237,1284.36,1517.29,39,83
2026-06,VV-VITA-249,1275.09,1664.6,25,71
2026-06,VV-VITA-119,1259.43,1410.31,44,81
2026-06,VV-VITA-342,1227.59,1495.26,49,72
2026-06,VV-VITA-171,1227.13,1383.59,29,51
2026-06,VV-VITA-314,1219.85,1350.68,53,70
2026-06,VV-VITA-361,1213.76,1480.22,49,77
2026-06,VV-VITA-257,1198.11,1405.88,25,58
2026-06,VV-VITA-142,1128.07,1272.78,26,55
2026-06,VV-VITA-101,1126.66,1289.11,45,61
2026-06,VV-VITA-389,1101.43,1252.28,23,52
2026-06,BJ-E223-8EKW,1086.17,1212.94,39,56
2026-06,VV-VITA-310,1075.69,1433.47,23,60
2026-06,VV-VITA-173,1072.07,1162.5,29,61
2026-06,VV-VITA-287,998.21,1119.66,31,59
2026-06,VV-VITA-403,960.78,1150.31,38,59
2026-06,VV-VITA-379,927.43,1036.77,31,66
2026-06,VV-VITA-256,914.81,1057.74,30,49
2026-06,VV-VITA-88,910.72,1113.94,22,47
2026-06,VV-VITA-57-V,893.82,977.26,21,31
2026-06,VV-VITA-168,891.68,949.75,36,48
2026-06,VV-VITA-155,883.74,977.76,26,49
2026-06,VV-VITA-39,882.4,1036.77,24,58
2026-06,VV-VITA-38,851.2,960.56,53,66
2026-06,VV-VITA-225,825.5,1180.97,8,56
2026-06,VV-VITA-136,823.58,918.63,32,42
2026-06,VV-VITA-355,812.83,904.65,26,45
2026-06,VV-VITA-298,809.98,972.2,24,44
2026-06,VV-VITA-329,803.4,903.19,38,47
2026-06,VV-VITA-248,793.65,886.6,27,43
2026-06,VV-VITA-377,779.38,913.35,32,62
2026-06,VV-VITA-352,759.3,897,19,38
2026-06,VV-VITA-107,753.93,862.91,11,60
2026-06,VV-VITA-93,751.42,903.03,35,52
2026-06,VV-VITA-391,750.25,880.63,32,39
2026-06,VV-VITA-301,745,863.79,31,51
2026-06,VV-VITA-90,741.13,3921.28,212,223
2026-06,VV-VITA-183,714.24,812.53,16,32
2026-06,VV-VITA-216,707.04,818.27,23,37
2026-06,NX-CVPF-VCEZ,706.76,792.16,18,37
2026-06,VV-VITA-153,696.66,830.04,33,39
2026-06,VV-VITA-326,692.52,772.39,24,35
2026-06,VV-VITA-354,690.66,787.35,15,36
2026-06,VV-VITA-286,690.3,786.3,16,37
2026-06,VV-VITA-338,678.57,723.47,27,37
2026-06,VV-VITA-224,667.67,758.5,24,35
2026-06,VV-VITA-317,661.14,703.26,15,37
2026-06,VV-VITA-311,639.53,679.48,26,36
2026-06,VV-VITA-259,637.33,699.79,14,29
2026-06,VV-VITA-308,623.34,776.04,15,33
2026-06,VV-VITA-304,616.25,698.92,33,44
2026-06,VV-VITA-121,615.73,687.54,19,35
2026-06,VV-VITA-313,610.53,791.6,30,36
2026-06,VV-VITA-413,585.47,645.02,18,23
2026-06,VV-VITA-264,581.72,693.91,9,29
2026-06,VV-VITA-46,567.74,679.98,15,38
2026-06,VV-VITA-411,567.53,626.25,20,31
2026-06,VV-VITA-247,557.71,621.87,18,32
2026-06,VV-VITA-381,542.64,576.12,31,38
2026-06,VV-VITA-198,541.26,680.34,23,37
2026-06,VV-VITA-316,533.31,737.37,10,39
2026-06,VV-VITA-402,523.73,594.23,19,27
2026-06,VV-VITA-252,492.24,547.21,16,24
2026-06,VV-VITA-116,492.19,554.77,22,32
2026-06,VV-VITA-157,490.99,547.43,18,39
2026-06,VV-VITA-295,485.58,645.66,9,28
2026-06,VV-VITA-122,484.79,586.76,13,28
2026-06,VV-VITA-398,482.42,568.7,18,37
2026-06,VV-VITA-203,480.17,539.66,18,32
2026-06,VV-VITA-109,475.91,527.58,22,29
2026-06,VV-VITA-215,470.77,520.55,11,27
2026-06,CW-KVIN-V39Y,449.95,527.92,15,22
2026-06,VV-VITA-395,446.96,505.19,23,29
2026-06,VV-VITA-405,438.63,471.08,26,34
2026-06,VV-VITA-368,438.5,508.67,19,29
2026-06,VV-VITA-170,434.94,529.66,12,30
2026-06,VV-VITA-63,433.17,476.51,12,26
2026-06,VV-VITA-382,426.61,528.54,13,28
2026-06,VV-VITA-407,420.63,453.01,49,54
2026-06,VV-VITA-372,419.99,455.49,20,25
2026-06,VV-VITA-50,414.31,481.3,11,26
2026-06,TU-QNYD-JRRX,413.73,541.03,7,32
2026-06,VV-VITA-165,409.97,462.26,11,17
2026-06,VV-ALO-06,404.72,442.8,21,24
2026-06,VV-VITA-408,396.15,440.04,12,20
2026-06,VV-VITA-197,392.35,467.98,10,20
2026-06,VV-VITA-388,390.65,442.32,25,37
2026-06,VV-VITA-207,386.98,422.89,14,23
2026-06,VV-VITA-57-V2,386.06,449.88,14,20
2026-06,VV-VITA-250,382.3,459.79,16,24
2026-06,VV-VITA-386,374.16,398.67,10,19
2026-06,VV-VITA-318,368.78,380.12,10,22
2026-06,VV-VITA-174,368.63,374.85,11,20
2026-06,VV-VITA-375,366.25,404.82,16,24
2026-06,VI-ZU99-SZ0B,359.39,373.77,15,24
2026-06,VV-VITA-303,354.38,387.24,17,22
2026-06,VV-VITA-371,351.66,446.77,13,27
2026-06,VV-VITA-172,349.63,390,7,21
2026-06,VV-VITA-188,333.89,429.06,10,25
2026-06,VV-VITA-189,328.91,393.67,8,19
2026-06,VV-VITA-365,328.8,488.45,6,33
2026-06,VV-VITA-199,326.11,341.4,13,19
2026-06,VV-VITA-102,325.24,333.71,15,18
2026-06,VV-VITA-363,318.34,336.08,17,24
2026-06,VV-VITA-166,315.81,348.67,9,19
2026-06,VV-VITA-394,315.36,380.96,12,17
2026-06,VV-VITA-111,309.83,424,11,21
2026-06,VV-VITA-374,292.08,307.36,12,17
2026-06,VV-VITA-02,286.74,292.61,10,17
2026-06,VV-VITA-339,281.58,287.93,12,16
2026-06,VV-VITA-258,275.17,309.82,9,17
2026-06,VV-VITA-376,264.77,302.12,9,19
2026-06,VV-VITA-387,256.85,337.55,47,49
2026-06,VV-VITA-390,240.35,288.17,11,13
2026-06,VV-VITA-366,240,251.99,11,20
2026-06,VV-VITA-410,238.73,261.38,9,11
2026-06,VV-VITA-400,231.19,267.95,5,18
2026-06,VV-VITA-345,227.29,315.72,13,12
2026-06,CP-DQMG-RVN9,223.66,233.71,7,12
2026-06,VV-VITA-146,219.11,299.03,8,15
2026-06,VV-VITA-262,218.08,241.26,5,11
2026-06,VV-VITA-359,217.03,228.63,10,13
2026-06,VV-VITA-369,215.63,245.03,62,65
2026-06,VV-VITA-383,213.65,225.75,10,13
2026-06,VV-VITA-190,207.02,239.93,4,14
2026-06,VV-VITA-143,204.84,243.94,7,11
2026-06,VV-VITA-307,198.14,251.25,10,16
2026-06,VV-VITA-277,189.47,198.32,12,14
2026-06,VV-VITA-414,175.92,185.75,5,7
2026-06,VV-VITA-206,168.97,191.34,7,12
2026-06,VV-VITA-31,156.65,191.69,4,10
2026-06,VV-VITA-284,152.75,169.63,5,8
2026-06,VV-VITA-412,152.52,179.37,5,9
2026-06,VV-VITA-399,151.47,180.17,4,8
2026-06,VV-VITA-202,148.74,168.07,7,11
2026-06,VV-VITA-319,147.69,147.69,5,8
2026-06,VV-VITA-393,112.68,126.81,5,7
2026-06,VV-VITA-266,106.88,112.46,6,10
2026-06,VV-VITA-105,94.34,128.28,6,5
2026-06,VV-VITA-346,90.2,90.2,5,7
2026-06,VV-VITA-129,78.11,80.18,5,5
2026-06,VV-VITA-336,74.65,84.38,2,5
2026-06,VV-VITA-385,69.25,69.25,4,4
2026-06,VV-VITA-362,64.77,84.73,3,4
2026-06,VV-VITA-349,62.41,69.2,4,4
2026-06,VV-VITA-380,54.92,61.11,3,5
2026-06,VV-VITA-415,45.14,47.62,2,2
2026-06,VV-VITA-351,37.78,42.53,2,2
2026-06,VV-VITA-204,31.53,34.02,2,2
2026-06,VV-VITA-401,19.91,19.91,1,1
2026-06,VV-VITA-392,14.73,16.35,1,1
2026-06,VV-VITA-378,12.21,14.32,1,1
2026-06,VV-VITA-409,9.86,18.99,1,1
2026-06,VV-VITA-230,-0.52,20.72,1,0
2026-06,VV-VITA-358,-15.46,0,0,-1
2026-06,VV-VITA-86,-18.81,0,0,-1
2026-07,VV-VITA-223,1516.16,1826.28,42,77
2026-07,VV-VITA-231,1253.13,1475.76,28,51
2026-07,VV-VITA-320,1235.42,1350.89,33,62
2026-07,VV-VITA-364,995.2,1195.61,25,53
2026-07,VV-VITA-197,809.5,1245,1,50
2026-07,VV-VITA-243,736.37,2283.26,76,98
2026-07,VV-VITA-158,539.62,618.91,12,22
2026-07,VV-VITA-367,471.86,533.38,13,28
2026-07,VV-VITA-237,402.54,529.38,9,27
2026-07,VV-VITA-256,383.24,403.48,12,18
2026-07,VV-VITA-46,368.03,498.13,5,25
2026-07,VV-VITA-215,366.74,455.6,9,24
2026-07,VV-ALO-06,366.55,405.45,16,22
2026-07,VV-VITA-109,366.19,399.24,8,21
2026-07,VV-VITA-313,358.42,396.17,10,20
2026-07,VV-VITA-389,351.52,372.35,10,16
2026-07,VV-VITA-155,331.65,386.01,11,19
2026-07,VV-VITA-222,330.74,380.87,9,16
2026-07,VV-VITA-314,296.24,303.6,13,17
2026-07,VV-VITA-157,292.78,343.53,8,24
2026-07,VV-VITA-342,290.74,325.72,6,15
2026-07,VV-VITA-417,274.15,370.55,11,17
2026-07,VV-VITA-352,271.6,327.8,6,14
2026-07,VV-VITA-355,267.93,318.1,7,14
2026-07,VV-VITA-318,261.04,321.99,6,17
2026-07,VV-VITA-127,255.32,304.87,6,13
2026-07,VV-VITA-49,255.05,291.03,10,15
2026-07,VV-VITA-153,252.01,336.53,7,16
2026-07,CW-KVIN-V39Y,244.85,350.59,4,15
2026-07,VV-VITA-173,241.89,268.74,8,15
2026-07,VV-VITA-165,235.1,256.74,4,9
2026-07,VV-VITA-228,233.38,239.9,10,11
2026-07,VV-VITA-287,221.29,274.98,6,14
2026-07,VV-VITA-344,208.32,219.29,9,9
2026-07,VV-VITA-31,204.83,284.7,2,13
2026-07,VV-VITA-168,200.41,255.8,4,11
2026-07,VV-VITA-151,196.04,236.84,6,9
2026-07,VV-VITA-206,195.23,226.53,6,13
2026-07,VV-VITA-286,194.82,241.65,5,11
2026-07,VV-VITA-199,193.57,193.57,5,10
2026-07,VV-VITA-247,190.91,205.45,6,10
2026-07,VV-VITA-124,190.9,190.9,8,8
2026-07,VV-VITA-402,187.12,200.42,6,8
2026-07,VV-VITA-379,186.11,200.46,6,11
2026-07,VV-VITA-257,184.58,242.1,3,9
2026-07,VV-VITA-136,180.59,215.39,5,11
2026-07,VV-VITA-129,179.77,214.63,5,12
2026-07,VV-VITA-394,177.22,217.39,3,9
2026-07,VV-VITA-38,174.59,180.06,11,12
2026-07,BJ-E223-8EKW,173.06,175.58,6,7
2026-07,VV-VITA-304,172.84,200.51,6,13
2026-07,VV-VITA-146,172.61,211.99,6,11
2026-07,VV-VITA-258,171.02,171.02,2,10
2026-07,VV-VITA-338,166.09,219.57,4,11
2026-07,VV-VITA-329,161.69,194.89,8,9
2026-07,VV-VITA-94,157.29,207.2,6,7
2026-07,TU-QNYD-JRRX,155.4,168.62,4,9
2026-07,VV-VITA-119,154.15,154.15,5,8
2026-07,VV-VITA-39,153.58,158.37,5,8
2026-07,VV-VITA-198,153.13,153.13,5,8
2026-07,VV-VITA-369,146.17,178.09,11,12
2026-07,VV-VITA-171,145.93,210.31,4,6
2026-07,VV-VITA-264,143.96,148.79,4,6
2026-07,VV-VITA-391,143.43,158.05,6,7
2026-07,VV-VITA-403,140.74,144.72,7,7
