month,sku,net_sales,gross_sales,orders,net_items_sold
2026-07,VV-VITA-310,137.71,150.76,4,7
2026-07,VV-VITA-170,136.12,189,3,10
2026-07,VV-VITA-248,134.07,138.52,4,6
2026-07,VV-VITA-413,131.76,142.03,5,5
2026-07,VV-VITA-303,131,132.81,5,7
2026-07,VV-VITA-354,129.52,133.88,4,6
2026-07,VV-VITA-172,129.4,199,1,10
2026-07,VV-VITA-298,127.37,161.75,4,7
2026-07,VV-VITA-308,123.68,178.04,2,7
2026-07,VV-VITA-159,122.3,142.67,4,6
2026-07,VV-VITA-361,120.76,129.24,5,7
2026-07,VV-VITA-277,119.36,119.36,5,8
2026-07,VV-VITA-88,118.69,168.85,3,7
2026-07,VV-VITA-57-V2,116.77,119.46,5,5
2026-07,VV-VITA-345,112.89,125.39,3,6
2026-07,VV-VITA-143,112.11,115.9,6,6
2026-07,VV-VITA-371,111.35,159,3,10
2026-07,VV-VITA-259,109.65,154.95,2,6
2026-07,VV-VITA-216,107.35,109.79,4,5
2026-07,VV-VITA-410,104.91,129.5,3,5
2026-07,VV-VITA-183,104.77,129.08,2,6
2026-07,VV-VITA-319,104.5,139.3,2,7
2026-07,VV-VITA-50,100.23,121.11,4,6
2026-07,VV-VITA-368,96.73,145.4,4,7
2026-07,VV-VITA-116,87.5,107.67,4,6
2026-07,VV-VITA-408,86.21,199.38,4,4
2026-07,VV-VITA-387,86.21,92.52,2,3
2026-07,2R-49NC-R697,85.83,87.63,4,5
2026-07,VV-VITA-349,85.38,118.3,2,7
2026-07,NX-CVPF-VCEZ,85.07,87.23,3,4
2026-07,VV-VITA-57-V,83.83,113.25,2,2
2026-07,VV-VITA-326,83.27,83.27,4,4
2026-07,VV-VITA-207,81.88,116.68,2,6
2026-07,VV-VITA-63,81.88,81.88,4,4
2026-07,VV-VITA-316,81.05,115.85,2,6
2026-07,VV-VITA-101,75.96,117.23,5,3
2026-07,VV-VITA-317,75.71,75.71,4,4
2026-07,VV-VITA-372,75.7,75.7,4,4
2026-07,VV-VITA-301,72.62,74.32,3,4
2026-07,VV-VITA-93,69.28,70.68,2,4
2026-07,VV-VITA-142,65.67,68.01,2,3
2026-07,VV-VITA-380,62.79,68.35,2,5
2026-07,VV-VITA-111,58.63,60.72,3,3
2026-07,VV-VITA-395,56.8,58.89,3,3
2026-07,VV-VITA-392,56.64,56.64,3,4
2026-07,VV-VITA-02,54.77,54.77,2,3
2026-07,VV-VITA-385,52.8,52.8,3,3
2026-07,VV-VITA-383,52.69,54.5,3,3
2026-07,VV-VITA-376,51.5,51.5,2,3
2026-07,VV-VITA-377,49.12,50.75,2,3
2026-07,VV-VITA-104,48.99,48.99,1,3
2026-07,VV-VITA-202,48.99,50.8,2,3
2026-07,VV-VITA-399,45.35,47.61,2,2
2026-07,VV-VITA-276,44.91,47.25,1,2
2026-07,VV-VITA-415,43.09,45.36,2,2
2026-07,VV-VITA-366,41.21,45.78,3,3
2026-07,CP-DQMG-RVN9,40.47,42.66,2,2
2026-07,VV-VITA-336,39.8,39.8,1,2
2026-07,VV-VITA-122,38.46,40.53,2,2
2026-07,VV-VITA-375,35.21,36.89,2,2
2026-07,VV-VITA-204,35.17,35.17,2,2
2026-07,VV-VITA-121,33.4,68.16,3,1
2026-07,VV-VITA-295,25.02,25.02,1,1
2026-07,VV-VITA-393,23.55,23.55,1,1
2026-07,VV-VITA-225,23.55,23.55,1,1
2026-07,VV-VITA-411,22.9,22.9,1,1
2026-07,VV-VITA-252,22.9,22.9,1,1
2026-07,VV-VITA-90,21.76,21.76,1,0
2026-07,VV-VITA-382,21.14,57.06,3,1
2026-07,VV-VITA-189,20.9,20.9,1,1
2026-07,VV-VITA-190,20.82,20.82,1,1
2026-07,VV-VITA-412,19.99,19.99,1,1
2026-07,VV-VITA-401,19.99,19.99,1,1
2026-07,VV-VITA-174,18.9,18.9,1,1
2026-07,VV-VITA-359,18.09,18.09,1,1
2026-07,VV-VITA-390,17.91,19.9,1,1
2026-07,VI-ZU99-SZ0B,17.9,17.9,1,1
2026-07,VV-VITA-188,17.9,17.9,1,1
2026-07,VV-VITA-107,16.02,16.02,1,1
2026-07,VV-VITA-346,15.45,15.45,1,1
2026-07,VV-VITA-400,15.23,15.23,1,1
2026-07,VV-VITA-363,15.21,16.9,1,1
2026-07,VV-VITA-405,13.68,15.9,1,1
2026-07,VV-VITA-407,0,0,1,1
2026-07,UNKNOWN,-0.9,0,0,-5
2026-07,VV-VITA-398,-2.69,45.97,2,-1
2026-07,VV-VITA-381,-16.4,0,0,-1
2026-07,VV-VITA-311,-18.91,0,0,-1
2026-07,VV-VITA-224,-56.58,0,0,-3
